SIGNATURE	LEMMA	DIAC	QC	COMMENTS	STATUS
VERB.C2FP.AE	qay~al	qay~ilnAn~i	OK		
VERB.C3MS.AE	qay~al		OK		
VERB.C3FS.AE	qay~al		OK		
VERB.C3MD.AE	qay~al		OK		
VERB.C3FD.AE	qay~al		OK		
VERB.C3MP.AE	qay~al		OK		
VERB.C3FP.AE	qay~al		OK		
VERB.C1S.PE	qay~al		OK		
VERB.C1P.PE	qay~al		OK		
VERB.C2MS.PE	qay~al		OK		
VERB.C2FS.PE	qay~al		OK		
VERB.C2D.PE	qay~al		OK		
VERB.C2MP.PE	qay~al		OK		
VERB.C2FP.PE	qay~al		OK		
VERB.C3MS.PE	qay~al		OK		
VERB.C3FS.PE	qay~al		OK		
VERB.C3MD.PE	qay~al		OK		
VERB.C3FD.PE	qay~al		OK		
VERB.C3MP.PE	qay~al		OK		
VERB.C3FP.PE	qay~al		OK		
VERB.C1S.AE.E0	qay~al		OK		
VERB.C1P.AE.E0	qay~al		OK		
VERB.C2MS.AE.E0	qay~al	qay~ilanohu	OK		
VERB.C2FS.AE.E0	qay~al	qay~ilinohu	OK		
VERB.C2D.AE.E0	qay~al	qay~ilAn~ihi	OK		
VERB.C2MP.AE.E0	qay~al	qay~ilunohu	OK		
VERB.C2FP.AE.E0	qay~al	qay~ilnAn~ihi	OK		
VERB.C3MS.AE.E0	qay~al		OK		
VERB.C3FS.AE.E0	qay~al		OK		
VERB.C3MD.AE.E0	qay~al		OK		
VERB.C3FD.AE.E0	qay~al		OK		
VERB.C3MP.AE.E0	qay~al		OK		
VERB.C3FP.AE.E0	qay~al		OK		
VERB.C1S.PE.E0	qay~al		OK		
VERB.C1P.PE.E0	qay~al		OK		
VERB.C2MS.PE.E0	qay~al		OK		
VERB.C2FS.PE.E0	qay~al		OK		
VERB.C2D.PE.E0	qay~al		OK		
VERB.C2MP.PE.E0	qay~al		OK		
VERB.C2FP.PE.E0	qay~al		OK		
VERB.C3MS.PE.E0	qay~al		OK		
VERB.C3FS.PE.E0	qay~al		OK		
VERB.C3MD.PE.E0	qay~al		OK		
VERB.C3FD.PE.E0	qay~al		OK		
VERB.C3MP.PE.E0	qay~al		OK		
VERB.C3FP.PE.E0	qay~al		OK		
VERB.C1S.AE	|m-i		OK		
VERB.C1P.AE	|m-i		OK		
VERB.C2MS.AE	|m-i	<iymano	OK		
VERB.C2FS.AE	|m-i	<iymino	OK		
VERB.C2D.AE	|m-i	<iymAn~i	OK		
VERB.C2MP.AE	|m-i	<iymuno	OK		
VERB.C2FP.AE	|m-i	<imnAn~i	OK		
VERB.C3MS.AE	|m-i		OK		
VERB.C3FS.AE	|m-i		OK		
VERB.C3MD.AE	|m-i		OK		
VERB.C3FD.AE	|m-i		OK		
VERB.C3MP.AE	|m-i		OK		
VERB.C3FP.AE	|m-i		OK		
VERB.C1S.PE	|m-i		OK		
VERB.C1P.PE	|m-i		OK		
VERB.C2MS.PE	|m-i		OK		
VERB.C2FS.PE	|m-i		OK		
VERB.C2D.PE	|m-i		OK		
VERB.C2MP.PE	|m-i		OK		
VERB.C2FP.PE	|m-i		OK		
VERB.C3MS.PE	|m-i		OK		
VERB.C3FS.PE	|m-i		OK		
VERB.C3MD.PE	|m-i		OK		
VERB.C3FD.PE	|m-i		OK		
VERB.C3MP.PE	|m-i		OK		
VERB.C3FP.PE	|m-i		OK		
VERB.C1S.AE.E0	|m-i		OK		
VERB.C1P.AE.E0	|m-i		OK		
VERB.C2MS.AE.E0	|m-i		OK		
VERB.C2FS.AE.E0	|m-i		OK		
VERB.C2D.AE.E0	|m-i		OK		
VERB.C2MP.AE.E0	|m-i		OK		
VERB.C2FP.AE.E0	|m-i		OK		
VERB.C3MS.AE.E0	|m-i		OK		
VERB.C3FS.AE.E0	|m-i		OK		
VERB.C3MD.AE.E0	|m-i		OK		
VERB.C3FD.AE.E0	|m-i		OK		
VERB.C3MP.AE.E0	|m-i		OK		
VERB.C3FP.AE.E0	|m-i		OK		
VERB.C1S.PE.E0	|m-i		OK		
VERB.C1P.PE.E0	|m-i		OK		
VERB.C2MS.PE.E0	|m-i		OK		
VERB.C2FS.PE.E0	|m-i		OK		
VERB.C2D.PE.E0	|m-i		OK		
VERB.C2MP.PE.E0	|m-i		OK		
VERB.C2FP.PE.E0	|m-i		OK		
VERB.C3MS.PE.E0	|m-i		OK		
VERB.C3FS.PE.E0	|m-i		OK		
VERB.C3MD.PE.E0	|m-i		OK		
VERB.C3FD.PE.E0	|m-i		OK		
VERB.C3MP.PE.E0	|m-i		OK		
VERB.C3FP.PE.E0	|m-i		OK		
VERB.C1S.AE	|n-u		OK		
VERB.C1P.AE	|n-u		OK		
VERB.C2MS.AE	|n-u	>uwnano	OK		
VERB.C2FS.AE	|n-u	>uwnino	OK		
VERB.C2D.AE	|n-u	>uwnAn~i	OK		
VERB.C2MP.AE	|n-u	>uwnuno	OK		
VERB.C2FP.AE	|n-u	>un~An~i	OK		
VERB.C3MS.AE	|n-u		OK		
VERB.C3FS.AE	|n-u		OK		
VERB.C3MD.AE	|n-u		OK		
VERB.C3FD.AE	|n-u		OK		
VERB.C3MP.AE	|n-u		OK		
VERB.C3FP.AE	|n-u		OK		
VERB.C1S.PE	|n-u		OK		
VERB.C1P.PE	|n-u		OK		
VERB.C2MS.PE	|n-u		OK		
VERB.C2FS.PE	|n-u		OK		
VERB.C2D.PE	|n-u		OK		
VERB.C2MP.PE	|n-u		OK		
VERB.C2FP.PE	|n-u		OK		
VERB.C3MS.PE	|n-u		OK		
VERB.C3FS.PE	|n-u		OK		
VERB.C3MD.PE	|n-u		OK		
VERB.C3FD.PE	|n-u		OK		
VERB.C3MP.PE	|n-u		OK		
VERB.C3FP.PE	|n-u		OK		
VERB.C1S.AE.E0	|n-u		OK		
VERB.C1P.AE.E0	|n-u		OK		
VERB.C2MS.AE.E0	|n-u	>uwnanohu	OK		
VERB.C2FS.AE.E0	|n-u	>uwninohu	OK		
VERB.C2D.AE.E0	|n-u	>uwnAn~ihi	OK		
VERB.C2MP.AE.E0	|n-u	>uwnunohu	OK		
VERB.C2FP.AE.E0	|n-u	>un~An~ihi	OK		
VERB.C3MS.AE.E0	|n-u		OK		
VERB.C3FS.AE.E0	|n-u		OK		
VERB.C3MD.AE.E0	|n-u		OK		
VERB.C3FD.AE.E0	|n-u		OK		
VERB.C3MP.AE.E0	|n-u		OK		
VERB.C3FP.AE.E0	|n-u		OK		
VERB.C1S.PE.E0	|n-u		OK		
VERB.C1P.PE.E0	|n-u		OK		
VERB.C2MS.PE.E0	|n-u		OK		
VERB.C2FS.PE.E0	|n-u		OK		
VERB.C2D.PE.E0	|n-u		OK		
VERB.C2MP.PE.E0	|n-u		OK		
VERB.C2FP.PE.E0	|n-u		OK		
VERB.C3MS.PE.E0	|n-u		OK		
VERB.C3FS.PE.E0	|n-u		OK		
VERB.C3MD.PE.E0	|n-u		OK		
VERB.C3FD.PE.E0	|n-u		OK		
VERB.C3MP.PE.E0	|n-u		OK		
VERB.C3FP.PE.E0	|n-u		OK		
VERB.C1S.AE	Hay~-a		OK		
VERB.C1P.AE	Hay~-a		OK		
VERB.C2MS.AE	Hay~-a	Hiy~ano	PROB		
VERB.C2FS.AE	Hay~-a	Hiy~ino	PROB		
VERB.C2D.AE	Hay~-a	Hiy~An~i	OK		
VERB.C2MP.AE	Hay~-a	Hiy~uno	OK		
VERB.C2FP.AE	Hay~-a	AiHoyiynAn~i	PROB		
VERB.C3MS.AE	Hay~-a		OK		
VERB.C3FS.AE	Hay~-a		OK		
VERB.C3MD.AE	Hay~-a		OK		
VERB.C3FD.AE	Hay~-a		OK		
VERB.C3MP.AE	Hay~-a		OK		
VERB.C3FP.AE	Hay~-a		OK		
VERB.C1S.PE	Hay~-a		OK		
VERB.C1P.PE	Hay~-a		OK		
VERB.C2MS.PE	Hay~-a		OK		
VERB.C2FS.PE	Hay~-a		OK		
VERB.C2D.PE	Hay~-a		OK		
VERB.C2MP.PE	Hay~-a		OK		
VERB.C2FP.PE	Hay~-a		OK		
VERB.C3MS.PE	Hay~-a		OK		
VERB.C3FS.PE	Hay~-a		OK		
VERB.C3MD.PE	Hay~-a		OK		
VERB.C3FD.PE	Hay~-a		OK		
VERB.C3MP.PE	Hay~-a		OK		
VERB.C3FP.PE	Hay~-a		OK		
VERB.C1S.AE.E0	Hay~-a		OK		
VERB.C1P.AE.E0	Hay~-a		OK		
VERB.C2MS.AE.E0	Hay~-a	Hiy~anohu	OK		
VERB.C2FS.AE.E0	Hay~-a	Hiy~inohu	OK		
VERB.C2D.AE.E0	Hay~-a	Hiy~An~ihi	PROB		
VERB.C2MP.AE.E0	Hay~-a	Hiy~unohu	OK		
VERB.C2FP.AE.E0	Hay~-a	AiHoyiynAn~ihi	OK		
VERB.C3MS.AE.E0	Hay~-a		OK		
VERB.C3FS.AE.E0	Hay~-a		OK		
VERB.C3MD.AE.E0	Hay~-a		OK		
VERB.C3FD.AE.E0	Hay~-a		OK		
VERB.C3MP.AE.E0	Hay~-a		OK		
VERB.C3FP.AE.E0	Hay~-a		OK		
VERB.C1S.PE.E0	Hay~-a		OK		
VERB.C1P.PE.E0	Hay~-a		OK		
VERB.C2MS.PE.E0	Hay~-a		OK		
VERB.C2FS.PE.E0	Hay~-a		OK		
VERB.C2D.PE.E0	Hay~-a		OK		
VERB.C2MP.PE.E0	Hay~-a		OK		
VERB.C2FP.PE.E0	Hay~-a		OK		
VERB.C3MS.PE.E0	Hay~-a		OK		
VERB.C3FS.PE.E0	Hay~-a		OK		
VERB.C3MD.PE.E0	Hay~-a		OK		
VERB.C3FD.PE.E0	Hay~-a		OK		
VERB.C3MP.PE.E0	Hay~-a		OK		
VERB.C3FP.PE.E0	Hay~-a		OK		
VERB.C1S.AE	>abA'		OK		
VERB.C1P.AE	>abA'		OK		
VERB.C2MS.AE	>abA'	>abiy}ano	OK		
VERB.C2FS.AE	>abA'	>abiy}ino	OK		
VERB.C2D.AE	>abA'	>abiy}An~i	OK		
VERB.C2MP.AE	>abA'	>abiy}uno	OK		
VERB.C2FP.AE	>abA'	>abi}nAn~i	OK		
VERB.C3MS.AE	>abA'		OK		
VERB.C3FS.AE	>abA'		OK		
VERB.C3MD.AE	>abA'		OK		
VERB.C3FD.AE	>abA'		OK		
VERB.C3MP.AE	>abA'		OK		
VERB.C3FP.AE	>abA'		OK		
VERB.C1S.PE	>abA'		OK		
VERB.C1P.PE	>abA'		OK		
VERB.C2MS.PE	>abA'		OK		
VERB.C2FS.PE	>abA'		OK		
VERB.C2D.PE	>abA'		OK		
VERB.C2MP.PE	>abA'		OK		
VERB.C2FP.PE	>abA'		OK		
VERB.C3MS.PE	>abA'		OK		
VERB.C3FS.PE	>abA'		OK		
VERB.C3MD.PE	>abA'		OK		
VERB.C3FD.PE	>abA'		OK		
VERB.C3MP.PE	>abA'		OK		
VERB.C3FP.PE	>abA'		OK		
VERB.C1S.AE.E0	>abA'		OK		
VERB.C1P.AE.E0	>abA'		OK		
VERB.C2MS.AE.E0	>abA'	>abiy}anohu	OK		
VERB.C2FS.AE.E0	>abA'	>abiy}inohu	OK		
VERB.C2D.AE.E0	>abA'	>abiy}An~ihi	OK		
VERB.C2MP.AE.E0	>abA'	>abiy}unohu	OK		
VERB.C2FP.AE.E0	>abA'	>abi}nAn~ihi	OK		
VERB.C3MS.AE.E0	>abA'		OK		
VERB.C3FS.AE.E0	>abA'		OK		
VERB.C3MD.AE.E0	>abA'		OK		
VERB.C3FD.AE.E0	>abA'		OK		
VERB.C3MP.AE.E0	>abA'		OK		
VERB.C3FP.AE.E0	>abA'		OK		
VERB.C1S.PE.E0	>abA'		OK		
VERB.C1P.PE.E0	>abA'		OK		
VERB.C2MS.PE.E0	>abA'		OK		
VERB.C2FS.PE.E0	>abA'		OK		
VERB.C2D.PE.E0	>abA'		OK		
VERB.C2MP.PE.E0	>abA'		OK		
VERB.C2FP.PE.E0	>abA'		OK		
VERB.C3MS.PE.E0	>abA'		OK		
VERB.C3FS.PE.E0	>abA'		OK		
VERB.C3MD.PE.E0	>abA'		OK		
VERB.C3FD.PE.E0	>abA'		OK		
VERB.C3MP.PE.E0	>abA'		OK		
VERB.C3FP.PE.E0	>abA'		OK		
VERB.C1S.AE	kaw~an		OK		
VERB.C1P.AE	kaw~an		OK		
VERB.C2MS.AE	kaw~an	kaw~inano	OK		
VERB.C2FS.AE	kaw~an	kaw~inino	OK		
VERB.C2D.AE	kaw~an	kaw~inAn~i	OK		
VERB.C2MP.AE	kaw~an	kaw~inuno	OK		
VERB.C2FP.AE	kaw~an	kaw~in~An~i	OK		
VERB.C3MS.AE	kaw~an		OK		
VERB.C3FS.AE	kaw~an		OK		
VERB.C3MD.AE	kaw~an		OK		
VERB.C3FD.AE	kaw~an		OK		
VERB.C3MP.AE	kaw~an		OK		
VERB.C3FP.AE	kaw~an		OK		
VERB.C1S.PE	kaw~an		OK		
VERB.C1P.PE	kaw~an		OK		
VERB.C2MS.PE	kaw~an		OK		
VERB.C2FS.PE	kaw~an		OK		
VERB.C2D.PE	kaw~an		OK		
VERB.C2MP.PE	kaw~an		OK		
VERB.C2FP.PE	kaw~an		OK		
VERB.C3MS.PE	kaw~an		OK		
VERB.C3FS.PE	kaw~an		OK		
VERB.C3MD.PE	kaw~an		OK		
VERB.C3FD.PE	kaw~an		OK		
VERB.C3MP.PE	kaw~an		OK		
VERB.C3FP.PE	kaw~an		OK		
VERB.C1S.AE.E0	kaw~an		OK		
VERB.C1P.AE.E0	kaw~an		OK		
VERB.C2MS.AE.E0	kaw~an	kaw~inanohu	OK		
VERB.C2FS.AE.E0	kaw~an	kaw~ininohu	OK		
VERB.C2D.AE.E0	kaw~an	kaw~inAn~ihi	OK		
VERB.C2MP.AE.E0	kaw~an	kaw~inunohu	OK		
VERB.C2FP.AE.E0	kaw~an	kaw~in~An~ihi	OK		
VERB.C3MS.AE.E0	kaw~an		OK		
VERB.C3FS.AE.E0	kaw~an		OK		
VERB.C3MD.AE.E0	kaw~an		OK		
VERB.C3FD.AE.E0	kaw~an		OK		
VERB.C3MP.AE.E0	kaw~an		OK		
VERB.C3FP.AE.E0	kaw~an		OK		
VERB.C1S.PE.E0	kaw~an		OK		
VERB.C1P.PE.E0	kaw~an		OK		
VERB.C2MS.PE.E0	kaw~an		OK		
VERB.C2FS.PE.E0	kaw~an		OK		
VERB.C2D.PE.E0	kaw~an		OK		
VERB.C2MP.PE.E0	kaw~an		OK		
VERB.C2FP.PE.E0	kaw~an		OK		
VERB.C3MS.PE.E0	kaw~an		OK		
VERB.C3FS.PE.E0	kaw~an		OK		
VERB.C3MD.PE.E0	kaw~an		OK		
VERB.C3FD.PE.E0	kaw~an		OK		
VERB.C3MP.PE.E0	kaw~an		OK		
VERB.C3FP.PE.E0	kaw~an		OK		
VERB.C1S.AE	qawiy-a		OK		
VERB.C1P.AE	qawiy-a		OK		
VERB.C2MS.AE	qawiy-a	Aiqowayano	OK		
VERB.C2D.AE	qawiy-a	AiqowayAn~i	OK		
VERB.C2FP.AE	qawiy-a	AiqowaynAn~i	OK		
VERB.C3MS.AE	qawiy-a		OK		
VERB.C3FS.AE	qawiy-a		OK		
VERB.C3MD.AE	qawiy-a		OK		
VERB.C3FD.AE	qawiy-a		OK		
VERB.C3MP.AE	qawiy-a		OK		
VERB.C3FP.AE	qawiy-a		OK		
VERB.C1S.PE	qawiy-a		OK		
VERB.C1P.PE	qawiy-a		OK		
VERB.C2MS.PE	qawiy-a		OK		
VERB.C2FS.PE	qawiy-a		OK		
VERB.C2D.PE	qawiy-a		OK		
VERB.C2MP.PE	qawiy-a		OK		
VERB.C2FP.PE	qawiy-a		OK		
VERB.C3MS.PE	qawiy-a		OK		
VERB.C3FS.PE	qawiy-a		OK		
VERB.C3MD.PE	qawiy-a		OK		
VERB.C3FD.PE	qawiy-a		OK		
VERB.C3MP.PE	qawiy-a		OK		
VERB.C3FP.PE	qawiy-a		OK		
VERB.C1S.AE.E0	qawiy-a		OK		
VERB.C1P.AE.E0	qawiy-a		OK		
VERB.C2MS.AE.E0	qawiy-a	Aiqowayanohu	OK		
VERB.C2D.AE.E0	qawiy-a	AiqowayAn~ihi	OK		
VERB.C2FP.AE.E0	qawiy-a	AiqowaynAn~ihi	OK		
VERB.C3MS.AE.E0	qawiy-a		OK		
VERB.C3FS.AE.E0	qawiy-a		OK		
VERB.C3MD.AE.E0	qawiy-a		OK		
VERB.C3FD.AE.E0	qawiy-a		OK		
VERB.C3MP.AE.E0	qawiy-a		OK		
VERB.C3FP.AE.E0	qawiy-a		OK		
VERB.C1S.PE.E0	qawiy-a		OK		
VERB.C1P.PE.E0	qawiy-a		OK		
VERB.C2MS.PE.E0	qawiy-a		OK		
VERB.C2FS.PE.E0	qawiy-a		OK		
VERB.C2D.PE.E0	qawiy-a		OK		
VERB.C2MP.PE.E0	qawiy-a		OK		
VERB.C2FP.PE.E0	qawiy-a		OK		
VERB.C3MS.PE.E0	qawiy-a		OK		
VERB.C3FS.PE.E0	qawiy-a		OK		
VERB.C3MD.PE.E0	qawiy-a		OK		
VERB.C3FD.PE.E0	qawiy-a		OK		
VERB.C3MP.PE.E0	qawiy-a		OK		
VERB.C3FP.PE.E0	qawiy-a		OK		
VERB.C1S.AE	{isotano$aY		OK		
VERB.C1P.AE	{isotano$aY		OK		
VERB.C2MS.AE	{isotano$aY	Aisotano$iyano	OK		
VERB.C2FS.AE	{isotano$aY	Aisotano$ino	OK		
VERB.C2D.AE	{isotano$aY	Aisotano$iyAn~i	OK		
VERB.C2MP.AE	{isotano$aY	Aisotano$uno	OK		
VERB.C2FP.AE	{isotano$aY	Aisotano$inAn~i	OK		
VERB.C3MS.AE	{isotano$aY		OK		
VERB.C3FS.AE	{isotano$aY		OK		
VERB.C3MD.AE	{isotano$aY		OK		
VERB.C3FD.AE	{isotano$aY		OK		
VERB.C3MP.AE	{isotano$aY		OK		
VERB.C3FP.AE	{isotano$aY		OK		
VERB.C1S.PE	{isotano$aY		OK		
VERB.C1P.PE	{isotano$aY		OK		
VERB.C2MS.PE	{isotano$aY		OK		
VERB.C2FS.PE	{isotano$aY		OK		
VERB.C2D.PE	{isotano$aY		OK		
VERB.C2MP.PE	{isotano$aY		OK		
VERB.C2FP.PE	{isotano$aY		OK		
VERB.C3MS.PE	{isotano$aY		OK		
VERB.C3FS.PE	{isotano$aY		OK		
VERB.C3MD.PE	{isotano$aY		OK		
VERB.C3FD.PE	{isotano$aY		OK		
VERB.C3MP.PE	{isotano$aY		OK		
VERB.C3FP.PE	{isotano$aY		OK		
VERB.C1S.AE.E0	{isotano$aY		OK		
VERB.C1P.AE.E0	{isotano$aY		OK		
VERB.C2MS.AE.E0	{isotano$aY	Aisotano$iyanohu	OK		
VERB.C2FS.AE.E0	{isotano$aY	Aisotano$inohu	OK		
VERB.C2D.AE.E0	{isotano$aY	Aisotano$iyAn~ihi	OK		
VERB.C2MP.AE.E0	{isotano$aY	Aisotano$unohu	OK		
VERB.C2FP.AE.E0	{isotano$aY	Aisotano$inAn~ihi	OK		
VERB.C3MS.AE.E0	{isotano$aY		OK		
VERB.C3FS.AE.E0	{isotano$aY		OK		
VERB.C3MD.AE.E0	{isotano$aY		OK		
VERB.C3FD.AE.E0	{isotano$aY		OK		
VERB.C3MP.AE.E0	{isotano$aY		OK		
VERB.C3FP.AE.E0	{isotano$aY		OK		
VERB.C1S.PE.E0	{isotano$aY		OK		
VERB.C1P.PE.E0	{isotano$aY		OK		
VERB.C2MS.PE.E0	{isotano$aY		OK		
VERB.C2FS.PE.E0	{isotano$aY		OK		
VERB.C2D.PE.E0	{isotano$aY		OK		
VERB.C2MP.PE.E0	{isotano$aY		OK		
VERB.C2FP.PE.E0	{isotano$aY		OK		
VERB.C3MS.PE.E0	{isotano$aY		OK		
VERB.C3FS.PE.E0	{isotano$aY		OK		
VERB.C3MD.PE.E0	{isotano$aY		OK		
VERB.C3FD.PE.E0	{isotano$aY		OK		
VERB.C3MP.PE.E0	{isotano$aY		OK		
VERB.C3FP.PE.E0	{isotano$aY		OK		
VERB.C1S.AE	faz~-i		OK		
VERB.C1P.AE	faz~-i		OK		
VERB.C2MS.AE	faz~-i	fiz~ano	OK		
VERB.C2FS.AE	faz~-i	fiz~ino	OK		
VERB.C2D.AE	faz~-i	fiz~An~i	OK		
VERB.C2MP.AE	faz~-i	fiz~uno	OK		
VERB.C2FP.AE	faz~-i	AifoziznAn~i	OK		
VERB.C3MS.AE	faz~-i		OK		
VERB.C3FS.AE	faz~-i		OK		
VERB.C3MD.AE	faz~-i		OK		
VERB.C3FD.AE	faz~-i		OK		
VERB.C3MP.AE	faz~-i		OK		
VERB.C3FP.AE	faz~-i		OK		
VERB.C1S.PE	faz~-i		OK		
VERB.C1P.PE	faz~-i		OK		
VERB.C2MS.PE	faz~-i		OK		
VERB.C2FS.PE	faz~-i		OK		
VERB.C2D.PE	faz~-i		OK		
VERB.C2MP.PE	faz~-i		OK		
VERB.C2FP.PE	faz~-i		OK		
VERB.C3MS.PE	faz~-i		OK		
VERB.C3FS.PE	faz~-i		OK		
VERB.C3MD.PE	faz~-i		OK		
VERB.C3FD.PE	faz~-i		OK		
VERB.C3MP.PE	faz~-i		OK		
VERB.C3FP.PE	faz~-i		OK		
VERB.C1S.AE.E0	faz~-i		OK		
VERB.C1P.AE.E0	faz~-i		OK		
VERB.C3MS.AE.E0	faz~-i		OK		
VERB.C3FS.AE.E0	faz~-i		OK		
VERB.C3MD.AE.E0	faz~-i		OK		
VERB.C3FD.AE.E0	faz~-i		OK		
VERB.C3MP.AE.E0	faz~-i		OK		
VERB.C3FP.AE.E0	faz~-i		OK		
VERB.C1S.PE.E0	faz~-i		OK		
VERB.C1P.PE.E0	faz~-i		OK		
VERB.C2MS.PE.E0	faz~-i		OK		
VERB.C2FS.PE.E0	faz~-i		OK		
VERB.C2D.PE.E0	faz~-i		OK		
VERB.C2MP.PE.E0	faz~-i		OK		
VERB.C2FP.PE.E0	faz~-i		OK		
VERB.C3MS.PE.E0	faz~-i		OK		
VERB.C3FS.PE.E0	faz~-i		OK		
VERB.C3MD.PE.E0	faz~-i		OK		
VERB.C3FD.PE.E0	faz~-i		OK		
VERB.C3MP.PE.E0	faz~-i		OK		
VERB.C3FP.PE.E0	faz~-i		OK		
VERB.C1S.AE	kan~-i		OK		
VERB.C1P.AE	kan~-i		OK		
VERB.C2MS.AE	kan~-i	kin~ano	OK		
VERB.C2FS.AE	kan~-i	kin~ino	OK		
VERB.C2D.AE	kan~-i	kin~An~i	OK		
VERB.C2MP.AE	kan~-i	kin~uno	OK		
VERB.C2FP.AE	kan~-i	Aikonin~An~i	OK		
VERB.C3MS.AE	kan~-i		OK		
VERB.C3FS.AE	kan~-i		OK		
VERB.C3MD.AE	kan~-i		OK		
VERB.C3FD.AE	kan~-i		OK		
VERB.C3MP.AE	kan~-i		OK		
VERB.C3FP.AE	kan~-i		OK		
VERB.C1S.PE	kan~-i		OK		
VERB.C1P.PE	kan~-i		OK		
VERB.C2MS.PE	kan~-i		OK		
VERB.C2FS.PE	kan~-i		OK		
VERB.C2D.PE	kan~-i		OK		
VERB.C2MP.PE	kan~-i		OK		
VERB.C2FP.PE	kan~-i		OK		
VERB.C3MS.PE	kan~-i		OK		
VERB.C3FS.PE	kan~-i		OK		
VERB.C3MD.PE	kan~-i		OK		
VERB.C3FD.PE	kan~-i		OK		
VERB.C3MP.PE	kan~-i		OK		
VERB.C3FP.PE	kan~-i		OK		
VERB.C1S.AE.E0	kan~-i		OK		
VERB.C1P.AE.E0	kan~-i		OK		
VERB.C2MS.AE.E0	kan~-i	kin~anohu	OK		
VERB.C2FS.AE.E0	kan~-i	kin~inohu	OK		
VERB.C2D.AE.E0	kan~-i	kin~An~ihi	OK		
VERB.C2MP.AE.E0	kan~-i	kin~unohu	OK		
VERB.C2FP.AE.E0	kan~-i	Aikonin~An~ihi	OK		
VERB.C3MS.AE.E0	kan~-i		OK		
VERB.C3FS.AE.E0	kan~-i		OK		
VERB.C3MD.AE.E0	kan~-i		OK		
VERB.C3FD.AE.E0	kan~-i		OK		
VERB.C3MP.AE.E0	kan~-i		OK		
VERB.C3FP.AE.E0	kan~-i		OK		
VERB.C1S.PE.E0	kan~-i		OK		
VERB.C1P.PE.E0	kan~-i		OK		
VERB.C2MS.PE.E0	kan~-i		OK		
VERB.C2FS.PE.E0	kan~-i		OK		
VERB.C2D.PE.E0	kan~-i		OK		
VERB.C2MP.PE.E0	kan~-i		OK		
VERB.C2FP.PE.E0	kan~-i		OK		
VERB.C3MS.PE.E0	kan~-i		OK		
VERB.C3FS.PE.E0	kan~-i		OK		
VERB.C3MD.PE.E0	kan~-i		OK		
VERB.C3FD.PE.E0	kan~-i		OK		
VERB.C3MP.PE.E0	kan~-i		OK		
