SIGNATURE	LEMMA	DIAC	QC	COMMENTS	STATUS
VERB.I3MP.AS.E0	tam~-i		OK		
VERB.I3FP.AS.E0	tam~-i		OK		
VERB.I1S.PS.E0	tam~-i		OK		
VERB.I1P.PS.E0	tam~-i		OK		
VERB.I2MS.PS.E0	tam~-i		OK		
VERB.I2FS.PS.E0	tam~-i		OK		
VERB.I2D.PS.E0	tam~-i		OK		
VERB.I2MP.PS.E0	tam~-i		OK		
VERB.I2FP.PS.E0	tam~-i		OK		
VERB.I3MS.PS.E0	tam~-i		OK		
VERB.I3FS.PS.E0	tam~-i		OK		
VERB.I3MD.PS.E0	tam~-i		OK		
VERB.I3FD.PS.E0	tam~-i		OK		
VERB.I3MP.PS.E0	tam~-i		OK		
VERB.I3FP.PS.E0	tam~-i		OK		
VERB.I1S.AS	{isotamar~	>asotamir~a	OK		
VERB.I1P.AS	{isotamar~	nasotamir~a	OK		
VERB.I2MS.AS	{isotamar~	tasotamir~a	OK		
VERB.I2FS.AS	{isotamar~	tasotamir~iy	OK		
VERB.I2D.AS	{isotamar~	tasotamir~A	OK		
VERB.I2MP.AS	{isotamar~	tasotamir~uwA	OK		
VERB.I2FP.AS	{isotamar~	tasotamorirna	OK		
VERB.I3MS.AS	{isotamar~	yasotamir~a	OK		
VERB.I3FS.AS	{isotamar~	tasotamir~a	OK		
VERB.I3MD.AS	{isotamar~	yasotamir~A	OK		
VERB.I3FD.AS	{isotamar~	tasotamir~A	OK		
VERB.I3MP.AS	{isotamar~	yasotamir~uwA	OK		
VERB.I3FP.AS	{isotamar~	yasotamorirna	OK		
VERB.I1S.PS	{isotamar~	>usotamar~a	OK		
VERB.I1P.PS	{isotamar~	nusotamar~a	OK		
VERB.I2MS.PS	{isotamar~	tusotamar~a	OK		
VERB.I2FS.PS	{isotamar~	tusotamar~iy	OK		
VERB.I2D.PS	{isotamar~	tusotamar~A	OK		
VERB.I2MP.PS	{isotamar~	tusotamar~uwA	OK		
VERB.I2FP.PS	{isotamar~	tusotamorarna	OK		
VERB.I3MS.PS	{isotamar~	yusotamar~a	OK		
VERB.I3FS.PS	{isotamar~	tusotamar~a	OK		
VERB.I3MD.PS	{isotamar~	yusotamar~A	OK		
VERB.I3FD.PS	{isotamar~	tusotamar~A	OK		
VERB.I3MP.PS	{isotamar~	yusotamar~uwA	OK		
VERB.I3FP.PS	{isotamar~	yusotamorarna	OK		
VERB.I1S.AS.E0	{isotamar~	>asotamir~ahu	OK		
VERB.I1P.AS.E0	{isotamar~	nasotamir~ahu	OK		
VERB.I2MS.AS.E0	{isotamar~	tasotamir~ahu	OK		
VERB.I2FS.AS.E0	{isotamar~	tasotamir~iyhi	OK		
VERB.I2D.AS.E0	{isotamar~	tasotamir~Ahu	OK		
VERB.I2MP.AS.E0	{isotamar~	tasotamir~uwhu	OK		
VERB.I2FP.AS.E0	{isotamar~	tasotamorirnahu	OK		
VERB.I3MS.AS.E0	{isotamar~	yasotamir~ahu	OK		
VERB.I3FS.AS.E0	{isotamar~	tasotamir~ahu	OK		
VERB.I3MD.AS.E0	{isotamar~	yasotamir~Ahu	OK		
VERB.I3FD.AS.E0	{isotamar~	tasotamir~Ahu	OK		
VERB.I3MP.AS.E0	{isotamar~	yasotamir~uwhu	OK		
VERB.I3FP.AS.E0	{isotamar~	yasotamorirnahu	OK		
VERB.I1S.PS.E0	{isotamar~		OK		
VERB.I1P.PS.E0	{isotamar~		OK		
VERB.I2MS.PS.E0	{isotamar~		OK		
VERB.I2FS.PS.E0	{isotamar~		OK		
VERB.I2D.PS.E0	{isotamar~		OK		
VERB.I2MP.PS.E0	{isotamar~		OK		
VERB.I2FP.PS.E0	{isotamar~		OK		
VERB.I3MS.PS.E0	{isotamar~		OK		
VERB.I3FS.PS.E0	{isotamar~		OK		
VERB.I3MD.PS.E0	{isotamar~		OK		
VERB.I3FD.PS.E0	{isotamar~		OK		
VERB.I3MP.PS.E0	{isotamar~		OK		
VERB.I3FP.PS.E0	{isotamar~		OK		
VERB.I1S.AS	{iEotabar	>aEotabira	OK		
VERB.I1P.AS	{iEotabar	naEotabira	OK		
VERB.I2MS.AS	{iEotabar	taEotabira	OK		
VERB.I2FS.AS	{iEotabar	taEotabiriy	OK		
VERB.I2D.AS	{iEotabar	taEotabirA	OK		
VERB.I2MP.AS	{iEotabar	taEotabiruwA	OK		
VERB.I2FP.AS	{iEotabar	taEotabirna	OK		
VERB.I3MS.AS	{iEotabar	yaEotabira	OK		
VERB.I3FS.AS	{iEotabar	taEotabira	OK		
VERB.I3MD.AS	{iEotabar	yaEotabirA	OK		
VERB.I3FD.AS	{iEotabar	taEotabirA	OK		
VERB.I3MP.AS	{iEotabar	yaEotabiruwA	OK		
VERB.I3FP.AS	{iEotabar	yaEotabirna	OK		
VERB.I1S.PS	{iEotabar	>uEotabara	OK		
VERB.I1P.PS	{iEotabar	nuEotabara	OK		
VERB.I2MS.PS	{iEotabar	tuEotabara	OK		
VERB.I2FS.PS	{iEotabar	tuEotabariy	OK		
VERB.I2D.PS	{iEotabar	tuEotabarA	OK		
VERB.I2MP.PS	{iEotabar	tuEotabaruwA	OK		
VERB.I2FP.PS	{iEotabar	tuEotabarna	OK		
VERB.I3MS.PS	{iEotabar	yuEotabara	OK		
VERB.I3FS.PS	{iEotabar	tuEotabara	OK		
VERB.I3MD.PS	{iEotabar	yuEotabarA	OK		
VERB.I3FD.PS	{iEotabar	tuEotabarA	OK		
VERB.I3MP.PS	{iEotabar	yuEotabaruwA	OK		
VERB.I3FP.PS	{iEotabar	yuEotabarna	OK		
VERB.I1S.AS.E0	{iEotabar	>aEotabirahu	OK		
VERB.I1P.AS.E0	{iEotabar	naEotabirahu	OK		
VERB.I2MS.AS.E0	{iEotabar	taEotabirahu	OK		
VERB.I2FS.AS.E0	{iEotabar	taEotabiriyhi	OK		
VERB.I2D.AS.E0	{iEotabar	taEotabirAhu	OK		
VERB.I2MP.AS.E0	{iEotabar	taEotabiruwhu	OK		
VERB.I2FP.AS.E0	{iEotabar	taEotabirnahu	OK		
VERB.I3MS.AS.E0	{iEotabar	yaEotabirahu	OK		
VERB.I3FS.AS.E0	{iEotabar	taEotabirahu	OK		
VERB.I3MD.AS.E0	{iEotabar	yaEotabirAhu	OK		
VERB.I3FD.AS.E0	{iEotabar	taEotabirAhu	OK		
VERB.I3MP.AS.E0	{iEotabar	yaEotabiruwhu	OK		
VERB.I3FP.AS.E0	{iEotabar	yaEotabirnahu	OK		
VERB.I1S.PS.E0	{iEotabar		OK		
VERB.I1P.PS.E0	{iEotabar		OK		
VERB.I2MS.PS.E0	{iEotabar		OK		
VERB.I2FS.PS.E0	{iEotabar		OK		
VERB.I2D.PS.E0	{iEotabar		OK		
VERB.I2MP.PS.E0	{iEotabar		OK		
VERB.I2FP.PS.E0	{iEotabar		OK		
VERB.I3MS.PS.E0	{iEotabar		OK		
VERB.I3FS.PS.E0	{iEotabar		OK		
VERB.I3MD.PS.E0	{iEotabar		OK		
VERB.I3FD.PS.E0	{iEotabar		OK		
VERB.I3MP.PS.E0	{iEotabar		OK		
VERB.I3FP.PS.E0	{iEotabar		OK		
VERB.I1S.AS	jaraY-i	>ajoriya	OK		
VERB.I1P.AS	jaraY-i	najoriya	OK		
VERB.I2MS.AS	jaraY-i	tajoriya	OK		
VERB.I2FS.AS	jaraY-i	tajoriy	OK		
VERB.I2D.AS	jaraY-i	tajoriyA	OK		
VERB.I2MP.AS	jaraY-i	tajoruwA	OK		
VERB.I2FP.AS	jaraY-i	tajoriyna	OK		
VERB.I3MS.AS	jaraY-i	yajoriya	OK		
VERB.I3FS.AS	jaraY-i	tajoriya	OK		
VERB.I3MD.AS	jaraY-i	yajoriyA	OK		
VERB.I3FD.AS	jaraY-i	tajoriyA	OK		
VERB.I3MP.AS	jaraY-i	yajoruwA	OK		
VERB.I3FP.AS	jaraY-i	yajoriyna	OK		
VERB.I1S.PS	jaraY-i	>ujoraY	OK		
VERB.I1P.PS	jaraY-i	nujoraY	OK		
VERB.I2MS.PS	jaraY-i	tujoraY	OK		
VERB.I2FS.PS	jaraY-i	tujoray	OK		
VERB.I2D.PS	jaraY-i	tujorayA	OK		
VERB.I2MP.PS	jaraY-i	tujorawA	OK		
VERB.I2FP.PS	jaraY-i	tujorayna	OK		
VERB.I3MS.PS	jaraY-i	yujoraY	OK		
VERB.I3FS.PS	jaraY-i	tujoraY	OK		
VERB.I3MD.PS	jaraY-i	yujorayA	OK		
VERB.I3FD.PS	jaraY-i	tujorayA	OK		
VERB.I3MP.PS	jaraY-i	yujorawA	OK		
VERB.I3FP.PS	jaraY-i	yujorayna	OK		
VERB.I1S.AS.E0	jaraY-i	>ajoriyahu	PROB		
VERB.I1P.AS.E0	jaraY-i	najoriyahu	PROB	INTRANS	
VERB.I2MS.AS.E0	jaraY-i	tajoriyahu	PROB	INTRANS	
VERB.I2FS.AS.E0	jaraY-i	tajoriyhi	PROB	INTRANS	
VERB.I2D.AS.E0	jaraY-i	tajoriyAhu	PROB	INTRANS	
VERB.I2MP.AS.E0	jaraY-i	tajoruwhu	PROB	INTRANS	
VERB.I2FP.AS.E0	jaraY-i	tajoriynahu	PROB	INTRANS	
VERB.I3MS.AS.E0	jaraY-i	yajoriyahu	PROB	INTRANS	
VERB.I3FS.AS.E0	jaraY-i	tajoriyahu	PROB	INTRANS	
VERB.I3MD.AS.E0	jaraY-i	yajoriyAhu	PROB	INTRANS	
VERB.I3FD.AS.E0	jaraY-i	tajoriyAhu	PROB	INTRANS	
VERB.I3MP.AS.E0	jaraY-i	yajoruwhu	PROB	INTRANS	
VERB.I3FP.AS.E0	jaraY-i	yajoriynahu	PROB	INTRANS	
VERB.I1S.PS.E0	jaraY-i		OK		
VERB.I1P.PS.E0	jaraY-i		OK		
VERB.I2MS.PS.E0	jaraY-i		OK		
VERB.I2FS.PS.E0	jaraY-i		OK		
VERB.I2D.PS.E0	jaraY-i		OK		
VERB.I2MP.PS.E0	jaraY-i		OK		
VERB.I2FP.PS.E0	jaraY-i		OK		
VERB.I3MS.PS.E0	jaraY-i		OK		
VERB.I3FS.PS.E0	jaraY-i		OK		
VERB.I3MD.PS.E0	jaraY-i		OK		
VERB.I3FD.PS.E0	jaraY-i		OK		
VERB.I3MP.PS.E0	jaraY-i		OK		
VERB.I3FP.PS.E0	jaraY-i		OK		
VERB.I1S.AS	wajab-i	>ajiba	OK		
VERB.I1P.AS	wajab-i	najiba	OK		
VERB.I2MS.AS	wajab-i	tajiba	OK		
VERB.I2FS.AS	wajab-i	tajibiy	OK		
VERB.I2D.AS	wajab-i	tajibA	OK		
VERB.I2MP.AS	wajab-i	tajibuwA	OK		
VERB.I2FP.AS	wajab-i	tajibna	OK		
VERB.I3MS.AS	wajab-i	yajiba	OK		
VERB.I3FS.AS	wajab-i	tajiba	OK		
VERB.I3MD.AS	wajab-i	yajibA	OK		
VERB.I3FD.AS	wajab-i	tajibA	OK		
VERB.I3MP.AS	wajab-i	yajibuwA	OK		
VERB.I3FP.AS	wajab-i	yajibna	OK		
VERB.I1S.PS	wajab-i	>uwojaba	OK		
VERB.I1P.PS	wajab-i	nuwojaba	OK		
VERB.I2MS.PS	wajab-i	tuwojaba	OK		
VERB.I2FS.PS	wajab-i	tuwojabiy	OK		
VERB.I2D.PS	wajab-i	tuwojabA	OK		
VERB.I2MP.PS	wajab-i	tuwojabuwA	OK		
VERB.I2FP.PS	wajab-i	tuwojabna	OK		
VERB.I3MS.PS	wajab-i	yuwojaba	OK		
VERB.I3FS.PS	wajab-i	tuwojaba	OK		
VERB.I3MD.PS	wajab-i	yuwojabA	OK		
VERB.I3FD.PS	wajab-i	tuwojabA	OK		
VERB.I3MP.PS	wajab-i	yuwojabuwA	OK		
VERB.I3FP.PS	wajab-i	yuwojabna	OK		
VERB.I1S.AS.E0	wajab-i		OK		
VERB.I1P.AS.E0	wajab-i		OK		
VERB.I2MS.AS.E0	wajab-i		OK		
VERB.I2FS.AS.E0	wajab-i		OK		
VERB.I2D.AS.E0	wajab-i		OK		
VERB.I2MP.AS.E0	wajab-i		OK		
VERB.I2FP.AS.E0	wajab-i		OK		
VERB.I3MS.AS.E0	wajab-i		OK		
VERB.I3FS.AS.E0	wajab-i		OK		
VERB.I3MD.AS.E0	wajab-i		OK		
VERB.I3FD.AS.E0	wajab-i		OK		
VERB.I3MP.AS.E0	wajab-i		OK		
VERB.I3FP.AS.E0	wajab-i		OK		
VERB.I1S.PS.E0	wajab-i		OK		
VERB.I1P.PS.E0	wajab-i		OK		
VERB.I2MS.PS.E0	wajab-i		OK		
VERB.I2FS.PS.E0	wajab-i		OK		
VERB.I2D.PS.E0	wajab-i		OK		
VERB.I2MP.PS.E0	wajab-i		OK		
VERB.I2FP.PS.E0	wajab-i		OK		
VERB.I3MS.PS.E0	wajab-i		OK		
VERB.I3FS.PS.E0	wajab-i		OK		
VERB.I3MD.PS.E0	wajab-i		OK		
VERB.I3FD.PS.E0	wajab-i		OK		
VERB.I3MP.PS.E0	wajab-i		OK		
VERB.I3FP.PS.E0	wajab-i		OK		
VERB.I1S.AS	qAl-u	>aquwla	OK		
VERB.I1P.AS	qAl-u	naquwla	OK		
VERB.I2MS.AS	qAl-u	taquwla	OK		
VERB.I2FS.AS	qAl-u	taquwliy	OK		
VERB.I2D.AS	qAl-u	taquwlA	OK		
VERB.I2MP.AS	qAl-u	taquwluwA	OK		
VERB.I2FP.AS	qAl-u	taqulna	OK		
VERB.I3MS.AS	qAl-u	yaquwla	OK		
VERB.I3FS.AS	qAl-u	taquwla	OK		
VERB.I3MD.AS	qAl-u	yaquwlA	OK		
VERB.I3FD.AS	qAl-u	taquwlA	OK		
VERB.I3MP.AS	qAl-u	yaquwluwA	OK		
VERB.I3FP.AS	qAl-u	yaqulna	OK		
VERB.I1S.PS	qAl-u	>uqAla	OK		
VERB.I1P.PS	qAl-u	nuqAla	OK		
VERB.I2MS.PS	qAl-u	tuqAla	OK		
VERB.I2FS.PS	qAl-u	tuqAliy	OK		
VERB.I2D.PS	qAl-u	tuqAlA	OK		
VERB.I2MP.PS	qAl-u	tuqAluwA	OK		
VERB.I2FP.PS	qAl-u	tuqalna	OK		
VERB.I3MS.PS	qAl-u	yuqAla	OK		
VERB.I3FS.PS	qAl-u	tuqAla	OK		
VERB.I3MD.PS	qAl-u	yuqAlA	OK		
VERB.I3FD.PS	qAl-u	tuqAlA	OK		
VERB.I3MP.PS	qAl-u	yuqAluwA	OK		
VERB.I3FP.PS	qAl-u	yuqalna	OK		
VERB.I1S.AS.E0	qAl-u	>aquwlahu	OK		
VERB.I1P.AS.E0	qAl-u	naquwlahu	OK		
VERB.I2MS.AS.E0	qAl-u	taquwlahu	OK		
VERB.I2FS.AS.E0	qAl-u	taquwliyhi	OK		
VERB.I2D.AS.E0	qAl-u	taquwlAhu	OK		
VERB.I2MP.AS.E0	qAl-u	taquwluwhu	OK		
VERB.I2FP.AS.E0	qAl-u	taqulnahu	OK		
VERB.I3MS.AS.E0	qAl-u	yaquwlahu	OK		
VERB.I3FS.AS.E0	qAl-u	taquwlahu	OK		
VERB.I3MD.AS.E0	qAl-u	yaquwlAhu	OK		
VERB.I3FD.AS.E0	qAl-u	taquwlAhu	OK		
VERB.I3MP.AS.E0	qAl-u	yaquwluwhu	OK		
VERB.I3FP.AS.E0	qAl-u	yaqulnahu	OK		
VERB.I1S.PS.E0	qAl-u		OK		
VERB.I1P.PS.E0	qAl-u		OK		
VERB.I2MS.PS.E0	qAl-u		OK		
VERB.I2FS.PS.E0	qAl-u		OK		
VERB.I2D.PS.E0	qAl-u		OK		
VERB.I2MP.PS.E0	qAl-u		OK		
VERB.I2FP.PS.E0	qAl-u		OK		
VERB.I3MS.PS.E0	qAl-u		OK		
VERB.I3FS.PS.E0	qAl-u		OK		
VERB.I3MD.PS.E0	qAl-u		OK		
VERB.I3FD.PS.E0	qAl-u		OK		
VERB.I3MP.PS.E0	qAl-u		OK		
VERB.I3FP.PS.E0	qAl-u		OK		
VERB.I1S.AS	{ixotaba>	>axotabi}a	OK		
VERB.I1P.AS	{ixotaba>	naxotabi}a	OK		
VERB.I2MS.AS	{ixotaba>	taxotabi}a	OK		
VERB.I2FS.AS	{ixotaba>	taxotabi}iy	OK		
VERB.I2D.AS	{ixotaba>	taxotabi}A	OK		
VERB.I2MP.AS	{ixotaba>	taxotabi}uwA	OK		
VERB.I2FP.AS	{ixotaba>	taxotabi}na	OK		
VERB.I3MS.AS	{ixotaba>	yaxotabi}a	OK		
VERB.I3FS.AS	{ixotaba>	taxotabi}a	OK		
VERB.I3MD.AS	{ixotaba>	yaxotabi}A	OK		
VERB.I3FD.AS	{ixotaba>	taxotabi}A	OK		
VERB.I3MP.AS	{ixotaba>	yaxotabi}uwA	OK		
VERB.I3FP.AS	{ixotaba>	yaxotabi}na	OK		
VERB.I1S.PS	{ixotaba>	>uxotaba>a>a	PROB		
VERB.I1P.PS	{ixotaba>	nuxotaba>a>a	PROB		
VERB.I2MS.PS	{ixotaba>	tuxotaba>a>a	PROB		
VERB.I2FS.PS	{ixotaba>	tuxotaba>a}iy	OK		
VERB.I2D.PS	{ixotaba>	tuxotaba>a|	OK		
VERB.I2MP.PS	{ixotaba>	tuxotaba>a&uwA	PROB		
VERB.I2FP.PS	{ixotaba>	tuxotaba>a>na	OK		
VERB.I3MS.PS	{ixotaba>	yuxotaba>a>a	PROB		
VERB.I3FS.PS	{ixotaba>	tuxotaba>a>a	OK		
VERB.I3MD.PS	{ixotaba>	yuxotaba>a|	PROB		
VERB.I3FD.PS	{ixotaba>	tuxotaba>a|	PROB		
VERB.I3MP.PS	{ixotaba>	yuxotaba>a&uwA	PROB		
VERB.I3FP.PS	{ixotaba>	yuxotaba>a>na	OK		
VERB.I1S.AS.E0	{ixotaba>	>axotabi}ahu	PROB		
VERB.I1P.AS.E0	{ixotaba>	naxotabi}ahu	PROB	INTRANS	
VERB.I2MS.AS.E0	{ixotaba>	taxotabi}ahu	PROB	INTRANS	
VERB.I2FS.AS.E0	{ixotaba>	taxotabi}iyhi	PROB	INTRANS	
VERB.I2D.AS.E0	{ixotaba>	taxotabi}Ahu	PROB	INTRANS	
VERB.I2MP.AS.E0	{ixotaba>	taxotabi}uwhu	PROB	INTRANS	
VERB.I2FP.AS.E0	{ixotaba>	taxotabi}nahu	PROB	INTRANS	
VERB.I3MS.AS.E0	{ixotaba>	yaxotabi}ahu	PROB	INTRANS	
VERB.I3FS.AS.E0	{ixotaba>	taxotabi}ahu	PROB	INTRANS	
VERB.I3MD.AS.E0	{ixotaba>	yaxotabi}Ahu	PROB	INTRANS	
VERB.I3FD.AS.E0	{ixotaba>	taxotabi}Ahu	PROB	INTRANS	
VERB.I3MP.AS.E0	{ixotaba>	yaxotabi}uwhu	PROB	INTRANS	
VERB.I3FP.AS.E0	{ixotaba>	yaxotabi}nahu	PROB	INTRANS	
VERB.I1S.PS.E0	{ixotaba>		OK		
VERB.I1P.PS.E0	{ixotaba>		OK		
VERB.I2MS.PS.E0	{ixotaba>		OK		
VERB.I2FS.PS.E0	{ixotaba>		OK		
VERB.I2D.PS.E0	{ixotaba>		OK		
VERB.I2MP.PS.E0	{ixotaba>		OK		
VERB.I2FP.PS.E0	{ixotaba>		OK		
VERB.I3MS.PS.E0	{ixotaba>		OK		
VERB.I3FS.PS.E0	{ixotaba>		OK		
VERB.I3MD.PS.E0	{ixotaba>		OK		
VERB.I3FD.PS.E0	{ixotaba>		OK		
VERB.I3MP.PS.E0	{ixotaba>		OK		
VERB.I3FP.PS.E0	{ixotaba>		OK		
VERB.I1S.AS	{imotala>	>amotali}a	OK		
VERB.I1P.AS	{imotala>	namotali}a	OK		
VERB.I2MS.AS	{imotala>	tamotali}a	OK		
VERB.I2FS.AS	{imotala>	tamotali}iy	OK		
VERB.I2D.AS	{imotala>	tamotali}A	OK		
VERB.I2MP.AS	{imotala>	tamotali}uwA	OK		
VERB.I2FP.AS	{imotala>	tamotali}na	OK		
VERB.I3MS.AS	{imotala>	yamotali}a	OK		
VERB.I3FS.AS	{imotala>	tamotali}a	OK		
VERB.I3MD.AS	{imotala>	yamotali}A	OK		
VERB.I3FD.AS	{imotala>	tamotali}A	OK		
VERB.I3MP.AS	{imotala>	yamotali}uwA	OK		
VERB.I3FP.AS	{imotala>	yamotali}na	OK		
VERB.I1S.PS	{imotala>	>umotala>a>a	PROB		
VERB.I1P.PS	{imotala>	numotala>a>a	PROB		
VERB.I2MS.PS	{imotala>	tumotala>a>a	PROB		
VERB.I2FS.PS	{imotala>	tumotala>a}iy	OK		
VERB.I2D.PS	{imotala>	tumotala>a|	OK		
VERB.I2MP.PS	{imotala>	tumotala>a&uwA	PROB		
VERB.I2FP.PS	{imotala>	tumotala>a>na	OK		
VERB.I3MS.PS	{imotala>	yumotala>a>a	PROB		
VERB.I3FS.PS	{imotala>	tumotala>a>a	OK		
VERB.I3MD.PS	{imotala>	yumotala>a|	PROB		
VERB.I3FD.PS	{imotala>	tumotala>a|	PROB		
VERB.I3MP.PS	{imotala>	yumotala>a&uwA	PROB		
VERB.I3FP.PS	{imotala>	yumotala>a>na	OK		
VERB.I1S.AS.E0	{imotala>		OK		
VERB.I1P.AS.E0	{imotala>		OK		
VERB.I2MS.AS.E0	{imotala>		OK		
VERB.I2FS.AS.E0	{imotala>		OK		
VERB.I2D.AS.E0	{imotala>		OK		
VERB.I2MP.AS.E0	{imotala>		OK		
VERB.I2FP.AS.E0	{imotala>		OK		
VERB.I3MS.AS.E0	{imotala>		OK		
VERB.I3FS.AS.E0	{imotala>		OK		
VERB.I3MD.AS.E0	{imotala>		OK		
VERB.I3FD.AS.E0	{imotala>		OK		
VERB.I3MP.AS.E0	{imotala>		OK		
VERB.I3FP.AS.E0	{imotala>		OK		
VERB.I1S.PS.E0	{imotala>		OK		
VERB.I1P.PS.E0	{imotala>		OK		
VERB.I2MS.PS.E0	{imotala>		OK		
VERB.I2FS.PS.E0	{imotala>		OK		
VERB.I2D.PS.E0	{imotala>		OK		
VERB.I2MP.PS.E0	{imotala>		OK		
VERB.I2FP.PS.E0	{imotala>		OK		
VERB.I3MS.PS.E0	{imotala>		OK		
VERB.I3FS.PS.E0	{imotala>		OK		
VERB.I3MD.PS.E0	{imotala>		OK		
VERB.I3FD.PS.E0	{imotala>		OK		
VERB.I3MP.PS.E0	{imotala>		OK		
VERB.I3FP.PS.E0	{imotala>		OK		
VERB.I1S.AS	{isotaTAE	>asotaTiyEa	OK		
VERB.I1P.AS	{isotaTAE	nasotaTiyEa	OK		
