LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
11	OK-ONE	1	VERB.I3FD.AI	|b-u	تَؤُوبانِ	ta&uwbAni	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FD+a/STEM+&uwb/IV+Ani/IVSUFF_SUBJ:3FD_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FD.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3FD.I]_[CS:#^i+A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:a per:3 gen:f num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	0
12	OK-ONE	1	VERB.I3MP.AI	|b-u	يَؤُوبُونَ	ya&uwbuwna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MP+a/STEM+&uwb/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	1
13	OK-ONE	1	VERB.I3FP.AI	|b-u	يَؤُبنَ	ya&ubna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3FP+a/STEM+&ub/IV+na/IVSUFF_SUBJ:3FP_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FP.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3FP.I]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:a per:3 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	0
14	OK-ONE	1	VERB.I1S.PI	|b-u	أُؤابُ	>u&Abu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	>/IV1S+u/STEM+&Ab/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I1S.I]_[CS:u-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy]	pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
15	OK-ONE	1	VERB.I1P.PI	|b-u	نُؤابُ	nu&Abu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	n/IV1P+u/STEM+&Ab/IV_PASS+u/IVSUFF_SUBJ:1P_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1P.I]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I1P.I]_[CS:u-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy]	pos:verb asp:i vox:p per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	0
16	OK-ONE	1	VERB.I2MS.PI	|b-u	تُؤابُ	tu&Abu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MS+u/STEM+&Ab/IV_PASS+u/IVSUFF_SUBJ:2MS_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MS.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2MS.I]_[CS:u-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy]	pos:verb asp:i vox:p per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
17	OK-ONE	1	VERB.I2FS.PI	|b-u	تُؤابِينَ	tu&Abiyna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FS+u/STEM+&Ab/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	0
18	OK-ONE	1	VERB.I2D.PI	|b-u	تُؤابانِ	tu&AbAni	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2D+u/STEM+&Ab/IV_PASS+Ani/IVSUFF_SUBJ:2D_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2D.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2D.I]_[CS:#^i+A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:p per:2 gen:u num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
19	OK-ONE	1	VERB.I2MP.PI	|b-u	تُؤابُونَ	tu&Abuwna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MP+u/STEM+&Ab/IV_PASS+uwna/IVSUFF_SUBJ:2MP_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	0
20	OK-ONE	1	VERB.I2FP.PI	|b-u	تُؤَبنَ	tu&abna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FP+u/STEM+&ab/IV_PASS+na/IVSUFF_SUBJ:2FP_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FP.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:u-#]_[CT:c-suff+u-#]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2FP.I]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:p per:2 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
21	OK-ONE	1	VERB.I3MS.PI	|b-u	يُؤابُ	yu&Abu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MS+u/STEM+&Ab/IV_PASS+u/IVSUFF_SUBJ:3MS_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MS.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3MS.I]_[CS:u-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy]	pos:verb asp:i vox:p per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	0
22	OK-ONE	1	VERB.I3FS.PI	|b-u	تُؤابُ	tu&Abu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FS+u/STEM+&Ab/IV_PASS+u/IVSUFF_SUBJ:3FS_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FS.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3FS.I]_[CS:u-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy]	pos:verb asp:i vox:p per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
23	OK-ONE	1	VERB.I3MD.PI	|b-u	يُؤابانِ	yu&AbAni	288			>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MD+u/STEM+&Ab/IV_PASS+Ani/IVSUFF_SUBJ:3MD_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MD.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3MD.I]_[CS:#^i+A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:p per:3 gen:m num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	0
24	OK-ONE	1	VERB.I3FD.PI	|b-u	تُؤابانِ	tu&AbAni	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FD+u/STEM+&Ab/IV_PASS+Ani/IVSUFF_SUBJ:3FD_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FD.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3FD.I]_[CS:#^i+A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:p per:3 gen:f num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
25	OK-ONE	1	VERB.I3MP.PI	|b-u	يُؤابُونَ	yu&Abuwna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MP+u/STEM+&Ab/IV_PASS+uwna/IVSUFF_SUBJ:3MP_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:3 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	0
26	OK-ONE	1	VERB.I3FP.PI	|b-u	يُؤَبنَ	yu&abna	288			>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3FP+u/STEM+&ab/IV_PASS+na/IVSUFF_SUBJ:3FP_MOOD:I	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FP.I]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:u-#]_[CT:c-suff+u-#]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3FP.I]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:p per:3 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK PS0	1
27	OK-ONE	1	VERB.I1S.AI.E0	|b-u	أَؤُوبُهُ	>a&uwbuhu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	>/IV1S+a/STEM+&uwb/IV+u/IVSUFF_SUBJ:1S_MOOD:I+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1S.I]_[CS:h-pref]_[CT:a-#]_[CF:>-#]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I1S.I]_[CS:enc0+u-suff+v-suff+z-suff]_[CT:trans||ditrans]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+#^i||#^iy]	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	0
28	OK-ONE	1	VERB.I1P.AI.E0	|b-u	نَؤُوبُهُ	na&uwbuhu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	n/IV1P+a/STEM+&uwb/IV+u/IVSUFF_SUBJ:1P_MOOD:I+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1P.I]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I1P.I]_[CS:enc0+u-suff+v-suff+z-suff]_[CT:trans||ditrans]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+#^i||#^iy]	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	1
29	OK-ONE	1	VERB.I2MS.AI.E0	|b-u	تَؤُوبُهُ	ta&uwbuhu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MS+a/STEM+&uwb/IV+u/IVSUFF_SUBJ:2MS_MOOD:I+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MS.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2MS.I]_[CS:enc0+u-suff+v-suff+z-suff]_[CT:trans||ditrans]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+#^i||#^iy]	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	0
30	OK-ONE	1	VERB.I2FS.AI.E0	|b-u	تَؤُوبِينَهُ	ta&uwbiynahu	288			>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FS+a/STEM+&uwb/IV+iyna/IVSUFF_SUBJ:2FS_MOOD:I+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2FS.I]_[CS:enc0+v-suff+y-suff]_[CT:trans||ditrans]_[CF:#-aY||#-aA||#->ay+#^i||#^iy]	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	XVox0 PP0 M0 OK FSE0 PS0	1
