LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
16	OK-ZERO-E0-INTRANS	0	VERB.I3P.AI.E0	Aitogar~ab			3723			None	[togar~ab]			[intrans]	[-]					FSE0 PP0 PS0	1
17	OK-ONE	1	VERB.I1S.AI	Aisota>oSal	اَسْتَأْصِل	Aasota>oSil	3196			None	[sota>oSil]	Aa/IV1S+sota>oSil/IV+(null)/IVSUFF_SUBJ:1S	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I1S]_[CS:h-pref]_[CT:-]_[CF:yA-#]	X:[I]_[CS:trans]_[CT:h-pref]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw']	S:[I1S]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
18	OK-ONE	1	VERB.I1P.AI	Aisota>oSal	نِسْتَأْصِل	nisota>oSil	3196			None	[sota>oSil]	n/IV1P+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:1P	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I1P]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I1P]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
19	OK-ONE	1	VERB.I2MS.AI	Aisota>oSal	تِسْتَأْصِل	tisota>oSil	3196			None	[sota>oSil]	t/IV2MS+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:2MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I2MS]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
20	OK-ONE	1	VERB.I2FS.AI	Aisota>oSal	تِسْتَأْصِلِي	tisota>oSiliy	3196			None	[sota>oSil]	t/IV2FS+i/STEM+sota>oSil/IV+iy/IVSUFF_SUBJ:2FS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I2FS]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2FS]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
21	OK-ONE	1	VERB.I2P.AI	Aisota>oSal	تِسْتَأْصِلُوا	tisota>oSiluwA	3196			None	[sota>oSil]	t/IV2P+i/STEM+sota>oSil/IV+uwA/IVSUFF_SUBJ:2P	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I2P]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2P]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:i vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
22	OK-ONE	1	VERB.I3MS.AI	Aisota>oSal	يِسْتَأْصِل	yisota>oSil	3196			None	[sota>oSil]	y/IV3MS+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I3MS]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
23	OK-ONE	1	VERB.I3FS.AI	Aisota>oSal	تِسْتَأْصِل	tisota>oSil	3196			None	[sota>oSil]	t/IV3FS+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:3FS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I3FS]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3FS]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
24	OK-ONE	1	VERB.I3P.AI	Aisota>oSal	يِسْتَأْصِلُوا	yisota>oSiluwA	3196			None	[sota>oSil]	y/IV3P+i/STEM+sota>oSil/IV+uwA/IVSUFF_SUBJ:3P	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I3P]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3P]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:i vox:a per:3 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
25	OK-ONE	1	VERB.I1S.AI.E0	Aisota>oSal	اَسْتَأْصِلُه	Aasota>oSiluh	3196			None	[sota>oSil]	Aa/IV1S+sota>oSil/IV+(null)/IVSUFF_SUBJ:1S+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I1S]_[CS:h-pref]_[CT:-]_[CF:yA-#]	X:[I]_[CS:trans]_[CT:h-pref]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw']	S:[I1S]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
26	OK-ONE	1	VERB.I1P.AI.E0	Aisota>oSal	نِسْتَأْصِلُه	nisota>oSiluh	3196			None	[sota>oSil]	n/IV1P+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:1P+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I1P]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I1P]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
27	OK-ONE	1	VERB.I2MS.AI.E0	Aisota>oSal	تِسْتَأْصِلُه	tisota>oSiluh	3196			None	[sota>oSil]	t/IV2MS+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:2MS+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I2MS]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2MS]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
28	OK-ONE	1	VERB.I2FS.AI.E0	Aisota>oSal	تِسْتَأْصِلِيه	tisota>oSiliyh	3196			None	[sota>oSil]	t/IV2FS+i/STEM+sota>oSil/IV+iy/IVSUFF_SUBJ:2FS+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I2FS]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2FS]_[CS:#^V+enc0+v-suff+y-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
29	OK-ONE	1	VERB.I2P.AI.E0	Aisota>oSal	تِسْتَأْصِلُوه	tisota>oSiluwh	3196			None	[sota>oSil]	t/IV2P+i/STEM+sota>oSil/IV+uw/IVSUFF_SUBJ:2P+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I2P]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2P]_[CS:#^V+enc0+v-suff+w-suff]_[CT:enc0||enc1||enc2+trans]_[CF:enc2]	pos:verb asp:i vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
30	OK-ONE	1	VERB.I3MS.AI.E0	Aisota>oSal	يِسْتَأْصِلُه	yisota>oSiluh	3196			None	[sota>oSil]	y/IV3MS+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:3MS+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I3MS]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3MS]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
31	OK-ONE	1	VERB.I3FS.AI.E0	Aisota>oSal	تِسْتَأْصِلُه	tisota>oSiluh	3196			None	[sota>oSil]	t/IV3FS+i/STEM+sota>oSil/IV+(null)/IVSUFF_SUBJ:3FS+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I3FS]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3FS]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
32	OK-ONE	1	VERB.I3P.AI.E0	Aisota>oSal	يِسْتَأْصِلُوه	yisota>oSiluwh	3196			None	[sota>oSil]	y/IV3P+i/STEM+sota>oSil/IV+uwA/IVSUFF_SUBJ:3P+uh/XVSUFF_DO:3MS	Gloss:TBA_[CALIMA]	[trans]	[-]	P:[I3P]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3P]_[CS:#^V+enc0+v-suff+w-suff]_[CT:enc0||enc1||enc2+trans]_[CF:enc2]	pos:verb asp:i vox:a per:3 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
33	OK-ONE	1	VERB.I1S.AI	Aid~aY	اَدِّي	Aad~iy	316			aAoi2~aY	[d~]	Aa/IV1S+d~/IV+iy/STEM+(null)/IVSUFF_SUBJ:1S	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I1S]_[CS:h-pref]_[CT:-]_[CF:yA-#]	X:[I]_[CS:#-iy+trans]_[CT:#-iy+h-pref]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+w-suff||y-suff]	S:[I1S]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
34	OK-ONE	1	VERB.I1P.AI	Aid~aY	نِدِّي	nid~iy	316			aAoi2~aY	[d~]	n/IV1P+i/STEM+d~/IV+iy/STEM+(null)/IVSUFF_SUBJ:1P	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I1P]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:#-iy+trans]_[CT:#-iy]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+w-suff||y-suff+yA-#+ya-#+yu-#]	S:[I1P]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
35	OK-ONE	1	VERB.I2MS.AI	Aid~aY	تِدِّي	tid~iy	316			aAoi2~aY	[d~]	t/IV2MS+i/STEM+d~/IV+iy/STEM+(null)/IVSUFF_SUBJ:2MS	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I2MS]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:#-iy+trans]_[CT:#-iy]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+w-suff||y-suff+yA-#+ya-#+yu-#]	S:[I2MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
36	OK-ONE	1	VERB.I2FS.AI	Aid~aY	تِدِّي	tid~iy	316			aAoi2~aY	[d~]	t/IV2FS+i/STEM+d~/IV+iy/IVSUFF_SUBJ:2FS	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I2FS]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:#-iy+trans]_[CT:#-iy+w-suff||y-suff]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2FS]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
37	OK-ONE	1	VERB.I2P.AI	Aid~aY	تِدُّوا	tid~uwA	316			aAoi2~aY	[d~]	t/IV2P+i/STEM+d~/IV+uwA/IVSUFF_SUBJ:2P	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I2P]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:#-iy+trans]_[CT:#-iy+w-suff||y-suff]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I2P]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:i vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
38	OK-ONE	1	VERB.I3MS.AI	Aid~aY	يِدِّي	yid~iy	316			aAoi2~aY	[d~]	y/IV3MS+i/STEM+d~/IV+iy/STEM+(null)/IVSUFF_SUBJ:3MS	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I3MS]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:#-iy+trans]_[CT:#-iy]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+w-suff||y-suff+yA-#+ya-#+yu-#]	S:[I3MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
39	OK-ONE	1	VERB.I3FS.AI	Aid~aY	تِدِّي	tid~iy	316			aAoi2~aY	[d~]	t/IV3FS+i/STEM+d~/IV+iy/STEM+(null)/IVSUFF_SUBJ:3FS	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I3FS]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:#-iy+trans]_[CT:#-iy]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+w-suff||y-suff+yA-#+ya-#+yu-#]	S:[I3FS]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
40	OK-ONE	1	VERB.I3P.AI	Aid~aY	يِدُّوا	yid~uwA	316			aAoi2~aY	[d~]	y/IV3P+i/STEM+d~/IV+uwA/IVSUFF_SUBJ:3P	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I3P]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:#-iy+trans]_[CT:#-iy+w-suff||y-suff]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+h-pref+yA-#+ya-#+yu-#]	S:[I3P]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:i vox:a per:3 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	1
41	OK-ONE	1	VERB.I1S.AI.E0	Aid~aY	اَدِّيه	Aad~iyh	316			aAoi2~aY	[d~]	Aa/IV1S+d~/IV+iy/STEM+(null)/IVSUFF_SUBJ:1S+uh/XVSUFF_DO:3MS	condemn;borrow;bring;gie;take;give_[CALIMA]	[#-iy trans]	[-]	P:[I1S]_[CS:h-pref]_[CT:-]_[CF:yA-#]	X:[I]_[CS:#-iy+trans]_[CT:#-iy+h-pref]_[CF:#-A+#-A'+#-a>+#-aY+#-iy'+#-uw+#-uw'+w-suff||y-suff]	S:[I1S]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	OK M0 FSE0 PS0 PP0	0
