LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
11	OK-ONE	1	VERB.C2FS.AI.E0	qAl	قُولِيَه	quwliyah	1429			1aAo3	[quwl]	quwl/CV+iy/CVSUFF_SUBJ:2FS+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+v-suff+y-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
12	OK-ONE	1	VERB.C2P.AI.E0	qAl	قُولَوَه	quwlawah	1429			1aAo3	[quwl]	quwl/CV+awA/CVSUFF_SUBJ:2P+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+v-suff+w-suff]_[CT:enc0||enc1+trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
13	OK-ONE	1	VERB.C2MS.AI	bagaY-i	اِبغِي	Aibgiy	150			1a2aY	[Aibg]	Aibg/CV+iy/STEM+(null)/CVSUFF_SUBJ:2MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-iy trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+trans]_[CT:-]_[CF:-]	S:[C]_[CS:n-suff]_[CT:#-iy]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw'+w-suff||y-suff]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
14	OK-ONE	1	VERB.C2FS.AI	bagaY-i	اِبغِي	Aibgiy	150			1a2aY	[Aibg]	Aibg/CV+iy/CVSUFF_SUBJ:2FS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-iy trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+trans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+y-suff]_[CT:#-iy+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw']	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
15	OK-ONE	1	VERB.C2P.AI	bagaY-i	اِبغَوا	AibgawA	150			1a2aY	[Aibg]	Aibg/CV+awA/CVSUFF_SUBJ:2P	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-iy trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+trans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+w-suff]_[CT:#-iy+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw'+enc0||enc1]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
16	OK-ONE	1	VERB.C2MS.AI.E0	bagaY-i	اِبغِيَه	Aibgiyah	150			1a2aY	[Aibg]	Aibg/CV+iy/STEM+(null)/CVSUFF_SUBJ:2MS+ah/XVSUFF_DO:3MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-iy trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+n-suff]_[CT:#-iy+trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw'+enc1+w-suff||y-suff]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
17	OK-ONE	1	VERB.C2FS.AI.E0	bagaY-i	اِبغِيَه	Aibgiyah	150			1a2aY	[Aibg]	Aibg/CV+iy/CVSUFF_SUBJ:2FS+ah/XVSUFF_DO:3MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-iy trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+v-suff+y-suff]_[CT:#-iy+trans+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
18	OK-ONE	1	VERB.C2P.AI.E0	bagaY-i	اِبغَوَه	Aibgawah	150			1a2aY	[Aibg]	Aibg/CV+awA/CVSUFF_SUBJ:2P+ah/XVSUFF_DO:3MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-iy trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+v-suff+w-suff]_[CT:#-iy+enc0||enc1+trans+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
19	OK-ONE	1	VERB.C2MS.AI	Earaf	اِعرَف	AiEraf	112			1a2a3	[Eirf][AiEraf]	AiEraf/CV+(null)/CVSUFF_SUBJ:2MS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans][trans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:n-suff]_[CF:-]	S:[C]_[CS:n-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
20	OK-ONE	1	VERB.C2FS.AI	Earaf	عِرفِي	Eirfiy	112			1a2a3	[Eirf][AiEraf]	Eirf/CV+iy/CVSUFF_SUBJ:2FS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans][trans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:-]	S:[C]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
21	OK-ONE	1	VERB.C2P.AI	Earaf	عِرفَوا	EirfawA	112			1a2a3	[Eirf][AiEraf]	Eirf/CV+awA/CVSUFF_SUBJ:2P	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans][trans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:-]	S:[C]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc0||enc1]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
22	OK-ONE	1	VERB.C2MS.AI.E0	Earaf	اِعرَفَه	AiErafah	112			1a2a3	[Eirf][AiEraf]	AiEraf/CV+(null)/CVSUFF_SUBJ:2MS+ah/XVSUFF_DO:3MS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans][trans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:n-suff]_[CF:-]	S:[C]_[CS:enc0+n-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
23	OK-ONE	1	VERB.C2FS.AI.E0	Earaf	عِرفِيَه	Eirfiyah	112			1a2a3	[Eirf][AiEraf]	Eirf/CV+iy/CVSUFF_SUBJ:2FS+ah/XVSUFF_DO:3MS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans][trans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:-]	S:[C]_[CS:enc0+v-suff+y-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
24	OK-ONE	1	VERB.C2P.AI.E0	Earaf	عِرفَوَه	Eirfawah	112			1a2a3	[Eirf][AiEraf]	Eirf/CV+awA/CVSUFF_SUBJ:2P+ah/XVSUFF_DO:3MS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans][trans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:-]	S:[C]_[CS:enc0+v-suff+w-suff]_[CT:enc0||enc1+trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
25	OK-ONE	1	VERB.C2MS.AI	DaHak	اِضحَك	AiDHak	83			1a2a3	[DiHk][AiDHak]	AiDHak/CV+(null)/CVSUFF_SUBJ:2MS	[KEV]#to#laugh+to#make#fun#of,#to#ridicule+to#cheat#s.o.+[MEERA]#to#laugh	[intrans][intrans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:intrans]_[CT:n-suff]_[CF:-]	S:[C]_[CS:n-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	0
26	OK-ONE	1	VERB.C2FS.AI	DaHak	ضِحكِي	DiHkiy	83			1a2a3	[DiHk][AiDHak]	DiHk/CV+iy/CVSUFF_SUBJ:2FS	[KEV]#to#laugh+to#make#fun#of,#to#ridicule+to#cheat#s.o.+[MEERA]#to#laugh	[intrans][intrans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:intrans]_[CT:v-suff]_[CF:-]	S:[C]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	1
27	OK-ONE	1	VERB.C2P.AI	DaHak	ضِحكَوا	DiHkawA	83			1a2a3	[DiHk][AiDHak]	DiHk/CV+awA/CVSUFF_SUBJ:2P	[KEV]#to#laugh+to#make#fun#of,#to#ridicule+to#cheat#s.o.+[MEERA]#to#laugh	[intrans][intrans]	[n-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:intrans]_[CT:v-suff]_[CF:-]	S:[C]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc0||enc1]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	0
28	OK-ZERO-E0-INTRANS	0	VERB.C2MS.AI.E0	DaHak			83			1a2a3	[DiHk][AiDHak]			[intrans][intrans]	[n-suff][v-suff]					FSE0	1
29	OK-ZERO-E0-INTRANS	0	VERB.C2FS.AI.E0	DaHak			83			1a2a3	[DiHk][AiDHak]			[intrans][intrans]	[n-suff][v-suff]					FSE0	0
30	OK-ZERO-E0-INTRANS	0	VERB.C2P.AI.E0	DaHak			83			1a2a3	[DiHk][AiDHak]			[intrans][intrans]	[n-suff][v-suff]					FSE0	1
31	OK-ONE	1	VERB.C2MS.AI	bagaY-a	اِبغَى	AibgaY	42			1a2aY	[Aibg]	Aibg/CV+aY/STEM+(null)/CVSUFF_SUBJ:2MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-aY trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+trans]_[CT:-]_[CF:-]	S:[C]_[CS:n-suff]_[CT:#-aY+n-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc0+enc0+w-suff||y-suff]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
32	OK-ONE	1	VERB.C2FS.AI	bagaY-a	اِبغِي	Aibgiy	42			1a2aY	[Aibg]	Aibg/CV+iy/CVSUFF_SUBJ:2FS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-aY trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+trans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+y-suff]_[CT:#-aY+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+n-suff]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
33	OK-ONE	1	VERB.C2P.AI	bagaY-a	اِبغَوا	AibgawA	42			1a2aY	[Aibg]	Aibg/CV+awA/CVSUFF_SUBJ:2P	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-aY trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+trans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+w-suff]_[CT:#-aY+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc0||enc1+n-suff]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
34	OK-ONE	1	VERB.C2MS.AI.E0	bagaY-a	اِبغاَه	AibgAah	42			1a2aY	[Aibg]	Aibg/CV+aY/STEM+(null)/CVSUFF_SUBJ:2MS+ah/XVSUFF_DO:3MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-aY trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+n-suff]_[CT:#-aY+enc0+n-suff+trans]_[CF:!enc0+#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc1+w-suff||y-suff]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
35	OK-ONE	1	VERB.C2FS.AI.E0	bagaY-a	اِبغِيَه	Aibgiyah	42			1a2aY	[Aibg]	Aibg/CV+iy/CVSUFF_SUBJ:2FS+ah/XVSUFF_DO:3MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-aY trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+v-suff+y-suff]_[CT:#-aY+trans+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc1+n-suff]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	0
36	OK-ONE	1	VERB.C2P.AI.E0	bagaY-a	اِبغَوَه	Aibgawah	42			1a2aY	[Aibg]	Aibg/CV+awA/CVSUFF_SUBJ:2P+ah/XVSUFF_DO:3MS	[KEV]#to#want,#desire,#wish,#like#to#do#s.th.+to#need,#require	[#-aY trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+trans]_[CT:-]_[CF:-]	S:[C]_[CS:enc0+v-suff+w-suff]_[CT:#-aY+enc0||enc1+trans+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc1+n-suff]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 OK M0	1
37	OK-ONE	1	VERB.C2MS.AI	raDaY	اِرضَى	AirDaY	33			1a2aY	[AirD]	AirD/CV+aY/STEM+(null)/CVSUFF_SUBJ:2MS	[KEV]#to#be#satisfied,#be#content+to#agree,#accept+to#be#pleased	[#-aY intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+intrans]_[CT:-]_[CF:-]	S:[C]_[CS:n-suff]_[CT:#-aY+n-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc0+enc0+w-suff||y-suff]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	0
38	OK-ONE	1	VERB.C2FS.AI	raDaY	اِرضِي	AirDiy	33			1a2aY	[AirD]	AirD/CV+iy/CVSUFF_SUBJ:2FS	[KEV]#to#be#satisfied,#be#content+to#agree,#accept+to#be#pleased	[#-aY intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+intrans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+y-suff]_[CT:#-aY+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+n-suff]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	1
39	OK-ONE	1	VERB.C2P.AI	raDaY	اِرضَوا	AirDawA	33			1a2aY	[AirD]	AirD/CV+awA/CVSUFF_SUBJ:2P	[KEV]#to#be#satisfied,#be#content+to#agree,#accept+to#be#pleased	[#-aY intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-aY+intrans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+w-suff]_[CT:#-aY+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-iy+#-iy'+#-uw+#-uw'+enc0||enc1+n-suff]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	0
40	OK-ZERO-E0-INTRANS	0	VERB.C2MS.AI.E0	raDaY			33			1a2aY	[AirD]			[#-aY intrans]	[-]					FSE0	1
41	OK-ZERO-E0-INTRANS	0	VERB.C2FS.AI.E0	raDaY			33			1a2aY	[AirD]			[#-aY intrans]	[-]					FSE0	0
42	OK-ZERO-E0-INTRANS	0	VERB.C2P.AI.E0	raDaY			33			1a2aY	[AirD]			[#-aY intrans]	[-]					FSE0	1
43	OK-ONE	1	VERB.C2MS.AI	kafaY	اِكفِي	Aikfiy	53			1a2aY	[Aikf]	Aikf/CV+iy/STEM+(null)/CVSUFF_SUBJ:2MS	[KEV]#to#be#enough,#to#be#sufficient+[KEV]#to#be#enough,#to#be#sufficient	[#-iy intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+intrans]_[CT:-]_[CF:-]	S:[C]_[CS:n-suff]_[CT:#-iy]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw'+w-suff||y-suff]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	0
44	OK-ONE	1	VERB.C2FS.AI	kafaY	اِكفِي	Aikfiy	53			1a2aY	[Aikf]	Aikf/CV+iy/CVSUFF_SUBJ:2FS	[KEV]#to#be#enough,#to#be#sufficient+[KEV]#to#be#enough,#to#be#sufficient	[#-iy intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy+intrans]_[CT:-]_[CF:-]	S:[C]_[CS:v-suff+y-suff]_[CT:#-iy+w-suff||y-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy'+#-uw+#-uw']	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	OK M0	1
