,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
62,>a1o2a3,>a1A3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],>a1a3,lex:>a1At,lex:>a\1At,>a1at,>a\1at,>a1at/PV,>a\1at/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^A([^wyA}&])t$,2,
63,1a2~a3,>a2~a3,>.2.t,>.\1.t,BACKOFF,[STEM-PV],>a2~a3,lex:>a2~at,lex:>a\1~at,>a2~at,>a\1~at,>a2~at/PV,>a\1~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])t$,1,
64,1a2o3a4,>a2o3a4,>.2.3.n,>.\1.\2.n,BACKOFF,[STEM-PV],>a2o3a4,lex:>a2o3an,lex:>a\1o\2an,>a2o3an,>a\1o\2an,>a2o3an/PV,>a\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,1,
65,1a2a3,>a2u3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],>a2u3,lex:>a2un,lex:>a\1un,>a2un,>a\1un,>a2un/PV,>a\1un/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,1,
66,1a2a3,>a2~,>.n.n,>.n.n,BACKOFF,[STEM-PV],>a2~,lex:>an~,lex:>an~,>an~,>an~,>an~/PV,>an~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^An$,1,
67,1a2a3,>a2~,>.n.n,>.n.n,BACKOFF,[STEM-PV],>a2a3,lex:>a2~,lex:>a\1~,>a2an,>a\1an,>a2an/PV,>a\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^A([^wyA}&])n$,1,
68,1a2o3o4a5,>a2o3o4a5,>.2.3.4.5,>.\1.\2.\3.\4,BACKOFF,[STEM-PV],>a2o3o4a5,lex:>a2o3o4a5,lex:>a\1o\2o\3a\4,>a2o3o4a5,>a\1o\2o\3a\4,>a2o3o4a5/PV,>a\1o\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
69,1a2~a3,>aw~a3,>.w.3,>.w.\1,BACKOFF,[STEM-PV],>aw~a3,lex:>aw~a3,lex:>aw~a\1,>aw~a3,>aw~a\1,>aw~a3/PV,>aw~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])$,6,
70,>a1o2a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],>awo2a3,lex:>awo2a3,lex:>awo\1a\2,>awo2a3,>awo\1a\2,>awo2a3/PV,>awo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])([^ntwyA}&])$,50,
71,>a1o2a3,>awo2a>,w.2.>,w.\1.>,BACKOFF,[STEM-PV],>awo2,lex:>awo2a>,lex:>awo\1a>,>awo2,>awo\1,>awo2/PV,>awo\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Aw([^wyA}&])$,3,
72,>a1o2a3,>awo2aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],>awo2,lex:>awo2aY,lex:>awo\1aY,>awo2,>awo\1,>awo2/PV,>awo\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw([^wyA}&])$,9,
73,1a2a3,>awi3,>.w.3,>.w.\1,BACKOFF,[STEM-PV],>awi3,lex:>awi3,lex:>awi\1,>awi3,>awi\1,>awi3/PV,>awi\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])$,1,
74,1a2o3a4,>awo3a4,>.w.3.4,>.w.\1.\2,BACKOFF,[STEM-PV],>awo3a4,lex:>awo3a4,lex:>awo\1a\2,>awo3a4,>awo\1a\2,>awo3a4/PV,>awo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])([^ntwyA}&])$,1,
75,>a1o2a3,>awo2a3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],>awo2a3,lex:>awo2an,lex:>awo\1an,>awo2an,>awo\1an,>awo2an/PV,>awo\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Aw([^wyA}&])n$,1,
76,1a2~a3,>aw~aY,>.w.y,>.w.y,BACKOFF,[STEM-PV],>aw~,lex:>aw~aY,lex:>aw~aY,>aw~,>aw~,>aw~/PV,>aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw$,1,
77,1a2a3,>awaY,>.w.y,>.w.y,BACKOFF,[STEM-PV],>aw,lex:>awaY,lex:>awaY,>aw,>aw,>aw/PV,>aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw$,1,
78,>a1o2a3,>ayo>a3,y.>.3,y.>.\1,BACKOFF,[STEM-PV],>ayo>a3,lex:>ayo>a3,lex:>ayo>a\1,>ayo>a3,>ayo>a\1,>ayo>a3/PV,>ayo>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AyA([^wyA}&])$,1,
79,>a1o2a3,>ayo2a3,y.2.3,y.\1.\2,BACKOFF,[STEM-PV],>ayo2a3,lex:>ayo2a3,lex:>ayo\1a\2,>ayo2a3,>ayo\1a\2,>ayo2a3/PV,>ayo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^wyA}&])([^ntwyA}&])$,6,
80,1a2~a3,>ay~a3,>.y.3,>.y.\1,BACKOFF,[STEM-PV],>ay~a3,lex:>ay~a3,lex:>ay~a\1,>ay~a3,>ay~a\1,>ay~a3/PV,>ay~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^wyA}&])$,2,
81,1a2a3,>ayi3,>.y.3,>.y.\1,BACKOFF,[STEM-PV],>ayi3,lex:>ayi3,lex:>ayi\1,>ayi3,>ayi\1,>ayi3/PV,>ayi\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^wyA}&])$,1,
82,>a1o2a3,>ayo2a3,y.2.n,y.\1.n,BACKOFF,[STEM-PV],>ayo2a3,lex:>ayo2an,lex:>ayo\1an,>ayo2an,>ayo\1an,>ayo2an/PV,>ayo\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ay([^wyA}&])n$,1,
83,1a2~a3,>ay~a3,>.y.n,>.y.n,BACKOFF,[STEM-PV],>ay~a3,lex:>ay~an,lex:>ay~an,>ay~an,>ay~an,>ay~an/PV,>ay~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ayn$,1,
84,{i1ota2a3,{i}ota2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],{i}ota2a3,lex:{i}ota2a3,lex:{i}ota\1a\2,{i}ota2a3,{i}ota\1a\2,{i}ota2a3/PV,{i}ota\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A}t([^wyA}&])([^ntwyA}&])$,5,
85,{i1ota2a3,{i}ota2~,>.2.3,>.\1.\1,BACKOFF,[STEM-PV],{i}ota2a3,lex:{i}ota2~,lex:{i}ota\1~,{i}ota2a3,{i}ota\1a\1,{i}ota2a3/PV,{i}ota\1a\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A}t([^ntwyA}&])\1$,1,
86,{i1ota2a3,{i}ota2~,>.2.3,>.\1.\1,BACKOFF,[STEM-PV],{i}ota2~,lex:{i}ota2~,lex:{i}ota\1~,{i}ota2~,{i}ota\1~,{i}ota2~/PV,{i}ota\1~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A}t([^wyA}&])$,1,
87,{i1ota2a3,{i}ota2a3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],{i}ota2a3,lex:{i}ota2an,lex:{i}ota\1an,{i}ota2an,{i}ota\1an,{i}ota2an/PV,{i}ota\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A}t([^wyA}&])n$,1,
88,{i1ota2a3,{i1ota>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],{i1ota>a3,lex:{i1ota>a3,lex:{i\1ota>a\2,{i1ota>a3,{i\1ota>a\2,{i1ota>a3/PV,{i\1ota>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])tA([^ntwyA}&])$,2,
89,{i1ota2a3,{i1otA3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],{i1ota3,lex:{i1otA3,lex:{i\1otA\2,{i1ota3,{i\1ota\2,{i1ota3/PV,{i\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])t([^ntwyA}&])$,12,
90,{i1ota2a3,{i1otA3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],{i1otA3,lex:{i1otA3,lex:{i\1otA\2,{i1otA3,{i\1otA\2,{i1otA3/PV,{i\1otA\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])tA([^ntwyA}&])$,12,
