,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
10,>a12a3,>a1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-CV],1i2~,lex:>a1a2~,lex:>a\1a\2~,1i2~,\1i\2~,1i2~/CV,\1i\2~/CV,na,pos:verb asp:c vox:a mod:i,,,gem trans,^([^wyA}&])([^wyA}&])$,8,
11,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],2u3,lex:>a2a3,lex:>a\1a\2,2u3,\1u\2,2u3/CV,\1u\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])$,2,
12,>a12a3,>a1o2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-CV],Ai1o2,lex:>a1o2a>,lex:>a\1o\2a>,Ai1o2,Ai\1o\2,Ai1o2/CV,Ai\1o\2/CV,na,pos:verb asp:c vox:a mod:i,,,#-a> trans,^A([^wyA}&])([^wyA}&])$,2,
13,1a2~a3,>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-CV],>a2~,lex:>a2~aY,lex:>a\1~aY,>a2~,>a\1~,>a2~/CV,>a\1~/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^A([^wyA}&])$,1,
14,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ai>2i3,lex:>a2a3,lex:>a\1a\2,Ai>2i3,Ai>\1i\2,Ai>2i3/CV,Ai>\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AA([^wyA}&])([^wyA}&])$,4,
15,1a2~a3,>a2~a>,>.2.>,>.\1.>,BACKOFF,[STEM-CV],>a2~,lex:>a2~a>,lex:>a\1~a>,>a2~,>a\1~,>a2~/CV,>a\1~/CV,na,pos:verb asp:c vox:a mod:i,,,#-a> trans,^A([^wyA}&])$,1,
16,>a12a3,>a1A',1.w.>,\1.w.>,BACKOFF,[STEM-CV],1,lex:>a1A',lex:>a\1A',1,\1,1/CV,\1/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy' trans,^([^wyA}&])$,2,
17,>a12a3,>a1owaY,1.w.y,\1.w.y,BACKOFF,[STEM-CV],Ai1ow,lex:>a1owaY,lex:>a\1owaY,Ai1ow,Ai\1ow,Ai1ow/CV,Ai\1ow/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^A([^wyA}&])w$,1,
18,>a12i3,>a1oyi3,1.y.3,\1.y.\2,BACKOFF,[STEM-CV],>a1oyi3,lex:>a1oyi3,lex:>a\1oyi\2,>a1oyi3,>a\1oyi\2,>a1oyi3/CV,>a\1oyi\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])y([^wyA}&])$,1,
19,>a12i3,>a1o2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],>a1o2i3,lex:>a1o2i3,lex:>a\1o\2i\3,>a1o2i3,>a\1o\2i\3,>a1o2i3/CV,>a\1o\2i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])$,1,
20,1a2~i3,>a2~i3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],>a2~i#3,lex:>a2~i3,lex:>a\1~i\2,>a2~i#3,>a\1~i#\2,>a2~i#3/CV,>a\1~i#\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])#([^wyA}&])$,1,
21,1a2a3,1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-CV],1u2~,lex:1a2~,lex:\1a\2~,1u2~,\1u\2~,1u2~/CV,\1u\2~/CV,na,pos:verb asp:c vox:a mod:i,,,gem trans,^([^wyA}&])([^wyA}&])$,87,
22,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-CV],>i2~,lex:>a2~,lex:>a\1~,>i2~,>i\1~,>i2~/CV,>i\1~/CV,na,pos:verb asp:c vox:a mod:i,,,gem trans,^A([^wyA}&])$,1,
23,>a12a3,>a1o2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-CV],Ai1o2i},lex:>a1o2a>,lex:>a\1o\2a>,Ai1o2i},Ai\1o\2i},Ai1o2i}/CV,Ai\1o\2i}/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])}$,1,
24,>a12a3,>a1o2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Ai12i3,lex:>a1o2a3,lex:>a\1o\2a\3,Ai12i3,Ai\1\2i\3,Ai12i3/CV,Ai\1\2i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])$,1,
25,>a12a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-CV],Aiw2a3,lex:>awo2a3,lex:>awo\1a\2,Aiw2a3,Aiw\1a\2,Aiw2a3/CV,Aiw\1a\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^Aw([^wyA}&])([^wyA}&])$,1,
26,>a12a3,>awo2aY,w.2.y,w.\1.y,BACKOFF,[STEM-CV],Aiwo2,lex:>awo2aY,lex:>awo\1aY,Aiwo2,Aiwo\1,Aiwo2/CV,Aiwo\1/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^Aw([^wyA}&])$,1,
27,>a12a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-CV],Aiw2i3,lex:>awo2a3,lex:>awo\1a\2,Aiw2i3,Aiw\1i\2,Aiw2i3/CV,Aiw\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^Aw([^wyA}&])([^wyA}&])$,2,
28,>a12a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-CV],Aiwo2i3,lex:>awo2a3,lex:>awo\1a\2,Aiwo2i3,Aiwo\1i\2,Aiwo2i3/CV,Aiwo\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^Aw([^wyA}&])([^wyA}&])$,1,
29,1a2~i3,>aw~i3,>.w.3,>.w.\1,BACKOFF,[STEM-CV],>aw~i3,lex:>aw~i3,lex:>aw~i\1,>aw~i3,>aw~i\1,>aw~i3/CV,>aw~i\1/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^Aw([^wyA}&])$,1,
30,1a2a3,>awaY,>.w.y,>.w.y,BACKOFF,[STEM-CV],Ai}w,lex:>awaY,lex:>awaY,Ai}w,Ai}w,Ai}w/CV,Ai}w/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^A}w$,1,
31,1a2~i3,>ay~i3,>.y.3,>.y.\1,BACKOFF,[STEM-CV],>ay~i3,lex:>ay~i3,lex:>ay~i\1,>ay~i3,>ay~i\1,>ay~i3/CV,>ay~i\1/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^Ay([^wyA}&])$,2,
32,1i2i3,<i2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ai<2a3,lex:<i2i3,lex:<i\1i\2,Ai<2a3,Ai<\1a\2,Ai<2a3/CV,Ai<\1a\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AA([^wyA}&])([^wyA}&])$,1,
33,Ai1ta2a3,Ai}ota2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ai}oti2i3,lex:Ai}ota2a3,lex:Ai}ota\1a\2,Ai}oti2i3,Ai}oti\1i\2,Ai}oti2i3/CV,Ai}oti\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A}t([^wyA}&])([^wyA}&])$,1,
34,Ai1ta2a3,Ai1ota2A,1.2.>,\1.\2.>,BACKOFF,[STEM-CV],Ai1oti2,lex:Ai1ota2A,lex:Ai\1ota\2A,Ai1oti2,Ai\1oti\2,Ai1oti2/CV,Ai\1oti\2/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^A([^wyA}&])t([^wyA}&])$,1,
35,Ai1ta2a3,Ai1ota2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Ai1oti2i3,lex:Ai1ota2a3,lex:Ai\1ota\2a\3,Ai1oti2i3,Ai\1oti\2i\3,Ai1oti2i3/CV,Ai\1oti\2i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])t([^wyA}&])([^wyA}&])$,120,
36,Ai1ta2a3,Ai1ota2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-CV],Ai1ti2,lex:Ai1ota2aY,lex:Ai\1ota\2aY,Ai1ti2,Ai\1ti\2,Ai1ti2/CV,Ai\1ti\2/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^A([^wyA}&])t([^wyA}&])$,2,
37,Ai1ta2a3,Ai1ota2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-CV],Ai1oti2,lex:Ai1ota2aY,lex:Ai\1ota\2aY,Ai1oti2,Ai\1oti\2,Ai1oti2/CV,Ai\1oti\2/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^A([^wyA}&])t([^wyA}&])$,21,
38,Ai12a3~,Ai1oya3~,1.y.3,\1.y.\2,BACKOFF,[STEM-CV],Ai1oya3~,lex:Ai1oya3~,lex:Ai\1oya\2~,Ai1oya3~,Ai\1oya\2~,Ai1oya3~/CV,Ai\1oya\2~/CV,na,pos:verb asp:c vox:a mod:i,,,gem trans,^A([^wyA}&])y([^wyA}&])$,1,
39,Ait1A2i3,Ait|2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ait|2i3,lex:Ait|2i3,lex:Ait|\1i\2,Ait|2i3,Ait|\1i\2,Ait|2i3/CV,Ait|\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])$,1,
40,Ait1A2i3,Ait|2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ait|2i#3,lex:Ait|2i3,lex:Ait|\1i\2,Ait|2i#3,Ait|\1i#\2,Ait|2i#3/CV,Ait|\1i#\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])#([^wyA}&])$,5,
41,Ait1a2a3,Ait|2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ait|2i#3,lex:Ait|2a3,lex:Ait|\1a\2,Ait|2i#3,Ait|\1i#\2,Ait|2i#3/CV,Ait|\1i#\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])#([^wyA}&])$,1,
42,Ait1a2~i3,Aito>a2~i3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Aito>a2~i3,lex:Aito>a2~i3,lex:Aito>a\1~i\2,Aito>a2~i3,Aito>a\1~i\2,Aito>a2~i3/CV,Aito>a\1~i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])$,21,
43,Ait1a2~a3,Aito>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-CV],Aito>a2~,lex:Aito>a2~aY,lex:Aito>a\1~aY,Aito>a2~,Aito>a\1~,Aito>a2~/CV,Aito>a\1~/CV,na,pos:verb asp:c vox:a mod:i,,,#-aY trans,^AtA([^wyA}&])$,4,
44,Ait1a2~a3,Aito>a2~a3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Aito>a2~a3,lex:Aito>a2~a3,lex:Aito>a\1~a\2,Aito>a2~a3,Aito>a\1~a\2,Aito>a2~a3/CV,Aito>a\1~a\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])$,8,
45,Ait1a2a3,Aito>a2aY,>.2.y,>.\1.y,BACKOFF,[STEM-CV],Aito>i2,lex:Aito>a2aY,lex:Aito>a\1aY,Aito>i2,Aito>i\1,Aito>i2/CV,Aito>i\1/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^AtA([^wyA}&])$,1,
46,Ait1a2a3,Aito>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Aito>i2i3,lex:Aito>a2a3,lex:Aito>a\1a\2,Aito>i2i3,Aito>i\1i\2,Aito>i2i3/CV,Aito>i\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])$,2,
47,Ait1a23a4,Aito>a2o3a4,>.2.3.4,>.\1.\2.\3,BACKOFF,[STEM-CV],Aito>a2o3a4,lex:Aito>a2o3a4,lex:Aito>a\1o\2a\3,Aito>a2o3a4,Aito>a\1o\2a\3,Aito>a2o3a4/CV,Aito>a\1o\2a\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])([^wyA}&])$,3,
48,Ait1a23i4,Aito>a2o3i4,>.2.3.4,>.\1.\2.\3,BACKOFF,[STEM-CV],Aito>a2o3i4,lex:Aito>a2o3i4,lex:Aito>a\1o\2i\3,Aito>a2o3i4,Aito>a\1o\2i\3,Aito>a2o3i4/CV,Aito>a\1o\2i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])([^wyA}&])([^wyA}&])$,5,
49,Ait1a2~i3,Aito>aw~i3,>.w.3,>.w.\1,BACKOFF,[STEM-CV],Aito>aw~i3,lex:Aito>aw~i3,lex:Aito>aw~i\1,Aito>aw~i3,Aito>aw~i\1,Aito>aw~i3/CV,Aito>aw~i\1/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtAw([^wyA}&])$,1,
50,Ait1a2~a3,Aito>aw~a3,>.w.3,>.w.\1,BACKOFF,[STEM-CV],Aito>aw~a3,lex:Aito>aw~a3,lex:Aito>aw~a\1,Aito>aw~a3,Aito>aw~a\1,Aito>aw~a3/CV,Aito>aw~a\1/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtAw([^wyA}&])$,1,
51,Ait1a2~i3,Aito>ay~i3,>.y.3,>.y.\1,BACKOFF,[STEM-CV],Aito>ay~i3,lex:Aito>ay~i3,lex:Aito>ay~i\1,Aito>ay~i3,Aito>ay~i\1,Aito>ay~i3/CV,Aito>ay~i\1/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtAy([^wyA}&])$,2,
52,Ait1A2i3,Ai1~A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Ai1~A2i#3,lex:Ai1~A2i3,lex:Ai\1~A\2i\3,Ai1~A2i#3,Ai\1~A\2i#\3,Ai1~A2i#3/CV,Ai\1~A\2i#\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])A([^wyA}&])#([^wyA}&])$,5,
53,Ait1A2i3,Ait~A2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-CV],Ait~A2i#3,lex:Ait~A2i3,lex:Ait~A\1i\2,Ait~A2i#3,Ait~A\1i#\2,Ait~A2i#3/CV,Ait~A\1i#\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^AtA([^wyA}&])#([^wyA}&])$,3,
54,Ait1A2i3,Ai1~Awi3,1.w.3,\1.w.\2,BACKOFF,[STEM-CV],Ai1~Awi#3,lex:Ai1~Awi3,lex:Ai\1~Awi\2,Ai1~Awi#3,Ai\1~Awi#\2,Ai1~Awi#3/CV,Ai\1~Awi#\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])Aw#([^wyA}&])$,1,
55,Ait1a2a3,Ait~AwaY,>.w.y,>.w.y,BACKOFF,[STEM-CV],Ait~Aw,lex:Ait~AwaY,lex:Ait~AwaY,Ait~Aw,Ait~Aw,Ait~Aw/CV,Ait~Aw/CV,na,pos:verb asp:c vox:a mod:i,,,#-aY trans,^AtAw$,1,
56,Ait1A2i3,Aito1A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Aito1A2i#3,lex:Aito1A2i3,lex:Aito\1A\2i\3,Aito1A2i#3,Aito\1A\2i#\3,Aito1A2i#3/CV,Aito\1A\2i#\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])#([^wyA}&])$,163,
57,Ait1a2a3,Aito1A2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-CV],Aito1A2,lex:Aito1A2aY,lex:Aito\1A\2aY,Aito1A2,Aito\1A\2,Aito1A2/CV,Aito\1A\2/CV,na,pos:verb asp:c vox:a mod:i,,,#-aY trans,^At([^wyA}&])A([^wyA}&])$,38,
58,Ait1a2a3,Aito1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-CV],Aito1A3,lex:Aito1A3,lex:Aito\1A\2,Aito1A3,Aito\1A\2,Aito1A3/CV,Aito\1A\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])$,28,
59,Ait1a2a3,Aito1A2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Aito1A2i#3,lex:Aito1A2a3,lex:Aito\1A\2a\3,Aito1A2i#3,Aito\1A\2i#\3,Aito1A2i#3/CV,Aito\1A\2i#\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])#([^wyA}&])$,2,
60,Ait1a2a3,Aito1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-CV],Aito1A3,lex:Aito1A3,lex:Aito\1A\2,Aito1A3,Aito\1A\2,Aito1A3/CV,Aito\1A\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])$,17,
61,Ait1A2i3,Aito1Ayi3,1.y.3,\1.y.\2,BACKOFF,[STEM-CV],Aito1Ayi#3,lex:Aito1Ayi3,lex:Aito\1Ayi\2,Aito1Ayi#3,Aito\1Ayi#\2,Aito1Ayi#3/CV,Aito\1Ayi#\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])Ay#([^wyA}&])$,15,
62,Ait1a2~i3,Ai1~a2~i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Ai1~a2~i3,lex:Ai1~a2~i3,lex:Ai\1~a\2~i\3,Ai1~a2~i3,Ai\1~a\2~i\3,Ai1~a2~i3/CV,Ai\1~a\2~i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])$,10,
63,Ait1a2a3,Aito1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-CV],Aito1a2~,lex:Aito1a2~,lex:Aito\1a\2~,Aito1a2~,Aito\1a\2~,Aito1a2~/CV,Aito\1a\2~/CV,na,pos:verb asp:c vox:a mod:i,,,gem trans,^At([^wyA}&])([^wyA}&])$,143,
64,Ait1a2a3,Aito1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Aito1i2i3,lex:Aito1a2a3,lex:Aito\1a\2a\3,Aito1i2i3,Aito\1i\2i\3,Aito1i2i3/CV,Aito\1i\2i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])([^wyA}&])$,596,
65,Ait1a2~i3,Aito1a2~i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Aito1a2~i3,lex:Aito1a2~i3,lex:Aito\1a\2~i\3,Aito1a2~i3,Aito\1a\2~i\3,Aito1a2~i3/CV,Aito\1a\2~i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])([^wyA}&])$,366,
66,Ait1a2~a3,Aito1a2~a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Aito1a2~a3,lex:Aito1a2~a3,lex:Aito\1a\2~a\3,Aito1a2~a3,Aito\1a\2~a\3,Aito1a2~a3/CV,Aito\1a\2~a\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])([^wyA}&])$,533,
67,Ait1a23a4,Aito1a2o3a4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-CV],Aito1a2o3a4,lex:Aito1a2o3a4,lex:Aito\1a\2o\3a\4,Aito1a2o3a4,Aito\1a\2o\3a\4,Aito1a2o3a4/CV,Aito\1a\2o\3a\4/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])([^wyA}&])([^wyA}&])$,237,
68,Ait1a2a3,Aito1a2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-CV],Aito1i2i},lex:Aito1a2a>,lex:Aito\1a\2a>,Aito1i2i},Aito\1i\2i},Aito1i2i}/CV,Aito\1i\2i}/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])}$,2,
69,Ait1a2a3,Aito1a2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-CV],Aito1i2,lex:Aito1a2aY,lex:Aito\1a\2aY,Aito1i2,Aito\1i\2,Aito1i2/CV,Aito\1i\2/CV,na,pos:verb asp:c vox:a mod:i,,,#-iy trans,^At([^wyA}&])([^wyA}&])$,57,
70,Ait1a2~a3,Aito1a2~aY,1.2.y,\1.\2.y,BACKOFF,[STEM-CV],Aito1a2~,lex:Aito1a2~aY,lex:Aito\1a\2~aY,Aito1a2~,Aito\1a\2~,Aito1a2~/CV,Aito\1a\2~/CV,na,pos:verb asp:c vox:a mod:i,,,#-aY trans,^At([^wyA}&])([^wyA}&])$,85,
71,Ait1a2~a3,Aito1a2~a>,1.2.>,\1.\2.>,BACKOFF,[STEM-CV],Aito1a2~,lex:Aito1a2~a>,lex:Aito\1a\2~a>,Aito1a2~,Aito\1a\2~,Aito1a2~/CV,Aito\1a\2~/CV,na,pos:verb asp:c vox:a mod:i,,,#-a> trans,^At([^wyA}&])([^wyA}&])$,6,
72,Ait1a2~a3,Aito1a2~A,1.2.>,\1.\2.>,BACKOFF,[STEM-CV],Aito1a2~,lex:Aito1a2~A,lex:Aito\1a\2~A,Aito1a2~,Aito\1a\2~,Aito1a2~/CV,Aito\1a\2~/CV,na,pos:verb asp:c vox:a mod:i,,,#-A trans,^At([^wyA}&])([^wyA}&])$,1,
73,Ait1a23i4,Aito1a2o3i4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-CV],Aito1a2o3i4,lex:Aito1a2o3i4,lex:Aito\1a\2o\3i\4,Aito1a2o3i4,Aito\1a\2o\3i\4,Aito1a2o3i4/CV,Aito\1a\2o\3i\4/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])([^wyA}&])([^wyA}&])$,170,
74,Ait1a23i4,Aito1a2owi4,1.2.w.4,\1.\2.w.\3,BACKOFF,[STEM-CV],Aito1a2owi4,lex:Aito1a2owi4,lex:Aito\1a\2owi\3,Aito1a2owi4,Aito\1a\2owi\3,Aito1a2owi4/CV,Aito\1a\2owi\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])w([^wyA}&])$,25,
75,Ait1a23a4,Aito1a2owa4,1.2.w.4,\1.\2.w.\3,BACKOFF,[STEM-CV],Aito1a2owa4,lex:Aito1a2owa4,lex:Aito\1a\2owa\3,Aito1a2owa4,Aito\1a\2owa\3,Aito1a2owa4/CV,Aito\1a\2owa\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])w([^wyA}&])$,22,
76,Ai1ta2a3,Ai1~a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-CV],Ai1~i2i3,lex:Ai1~a2a3,lex:Ai\1~a\2a\3,Ai1~i2i3,Ai\1~i\2i\3,Ai1~i2i3/CV,Ai\1~i\2i\3/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])$,3,
77,Ait1a2~i3,Aito1aw~i3,1.w.3,\1.w.\2,BACKOFF,[STEM-CV],Aito1aw~i3,lex:Aito1aw~i3,lex:Aito\1aw~i\2,Aito1aw~i3,Aito\1aw~i\2,Aito1aw~i3/CV,Aito\1aw~i\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])w([^wyA}&])$,78,
78,Ait1a2~a3,Aito1aw~a3,1.w.3,\1.w.\2,BACKOFF,[STEM-CV],Aito1aw~a3,lex:Aito1aw~a3,lex:Aito\1aw~a\2,Aito1aw~a3,Aito\1aw~a\2,Aito1aw~a3/CV,Aito\1aw~a\2/CV,na,pos:verb asp:c vox:a mod:i,,,trans,^At([^wyA}&])w([^wyA}&])$,45,
