,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
10,1a2a3,|3,>.w.3,>.w.\1,BACKOFF,[STEM-IV],&uw3,lex:|3,lex:|\1,&uw3,&uw\1,&uw3/IV,&uw\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n a-# trans,^&w([^wyA}&])$,1,
11,1A2a3,|2aY,w.2.y,w.\1.y,BACKOFF,[STEM-IV],&A2,lex:|2aY,lex:|\1aY,&A2,&A\1,&A2/IV,&A\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^&A([^wyA}&])$,1,
12,1a2a3,|3,>.y.n,>.y.n,BACKOFF,[STEM-IV],&u3,lex:|n,lex:|n,&un,&un,&un/IV,&un/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,#n a-# trans,^&n$,1,
13,1a2a3,|3,>.y.n,>.y.n,BACKOFF,[STEM-IV],&uw3,lex:|n,lex:|n,&uwn,&uwn,&uwn/IV,&uwn/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n a-# trans,^&wn$,1,
14,1a2a3,|3,>.y.n,>.y.n,BACKOFF,[STEM-IV],}i3,lex:|n,lex:|n,}in,}in,}in/IV,}in/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,#n a-# trans,^}n$,1,
15,1a2a3,|3,>.y.n,>.y.n,BACKOFF,[STEM-IV],}iy3,lex:|n,lex:|n,}iyn,}iyn,}iyn/IV,}iyn/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n a-# trans,^}yn$,1,
16,1A2a3,|waY,>.w.y,>.w.y,BACKOFF,[STEM-IV],&Aw,lex:|waY,lex:|waY,&Aw,&Aw,&Aw/IV,&Aw/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^&Aw$,1,
17,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],&u2~,lex:>a2~,lex:>a\1~,&u2~,&u\1~,&u2~/IV,&u\1~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,^&([^wyA}&])$,7,
18,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],>o2u3,lex:>a2~,lex:>a\1~,>o2u3,>o\1u\1,>o2u3/IV,>o\1u\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,^A([^nwyA}&])\1$,7,
19,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],}i2~,lex:>a2~,lex:>a\1~,}i2~,}i\1~,}i2~/IV,}i\1~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,^}([^wyA}&])$,5,
20,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],>o2i3,lex:>a2~,lex:>a\1~,>o2i3,>o\1i\1,>o2i3/IV,>o\1i\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,^A([^nwyA}&])\1$,6,
21,>a1o2a3,>a1A',1.w.>,\1.w.>,BACKOFF,[STEM-IV],1iy',lex:>a1A',lex:>a\1A',1iy',\1iy',1iy'/IV,\1iy'/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy' trans u-#,^([^wyA}&])y'$,2,
22,>a1o2a3,>a1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-IV],1i3,lex:>a1A3,lex:>a\1A\2,1i3,\1i\2,1i3/IV,\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,trans u-#,^([^wyA}&])([^nwyA}&])$,39,
23,>a1o2a3,>a1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-IV],1iy3,lex:>a1A3,lex:>a\1A\2,1iy3,\1iy\2,1iy3/IV,\1iy\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,trans u-#,^([^wyA}&])y([^nwyA}&])$,39,
24,>a1o2a3,>a1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-IV],1i3,lex:>a1A3,lex:>a\1A\2,1i3,\1i\2,1i3/IV,\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,trans u-#,^([^wyA}&])([^nwyA}&])$,64,
25,>a1o2a3,>a1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-IV],1iy3,lex:>a1A3,lex:>a\1A\2,1iy3,\1iy\2,1iy3/IV,\1iy\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,trans u-#,^([^wyA}&])y([^nwyA}&])$,64,
26,>a1o2a3,>a1A3,1.y.n,\1.y.n,BACKOFF,[STEM-IV],1i3,lex:>a1An,lex:>a\1An,1in,\1in,1in/IV,\1in/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,#n trans u-#,^([^wyA}&])n$,3,
27,>a1o2a3,>a1A3,1.y.n,\1.y.n,BACKOFF,[STEM-IV],1iy3,lex:>a1An,lex:>a\1An,1iyn,\1iyn,1iyn/IV,\1iyn/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n trans u-#,^([^wyA}&])yn$,3,
28,>a1o2a3,>a1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-IV],1i2~,lex:>a1a2~,lex:>a\1a\2~,1i2~,\1i\2~,1i2~/IV,\1i\2~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,gem trans u-#,^([^wyA}&])([^nwyA}&])$,67,
29,>a1o2a3,>a1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-IV],1o2i3,lex:>a1a2~,lex:>a\1a\2~,1o2i3,\1o\2i\2,1o2i3/IV,\1o\2i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,gem trans u-#,^([^wyA}&])([^nwyA}&])\2$,67,
30,>a1o2a3,>a1o2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-IV],1o2i3,lex:>a1o2a3,lex:>a\1o\2a\3,1o2i3,\1o\2i\3,1o2i3/IV,\1o\2i\3/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])([^wyA}&])([^nwyA}&])$,484,
31,1a2~a3,>a2~a3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],&a2~i3,lex:>a2~a3,lex:>a\1~a\2,&a2~i3,&a\1~i\2,&a2~i3/IV,&a\1~i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&([^wyA}&])([^nwyA}&])$,43,
32,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],2u3,lex:>a2a3,lex:>a\1a\2,2u3,\1u\2,2u3/IV,\1u\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^([^wyA}&])([^nwyA}&])$,13,
33,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],2i3,lex:>a2a3,lex:>a\1a\2,2i3,\1i\2,2i3/IV,\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^([^wyA}&])([^nwyA}&])$,23,
34,>a1o2a3,>a1o2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-IV],1o2i},lex:>a1o2a>,lex:>a\1o\2a>,1o2i},\1o\2i},1o2i}/IV,\1o\2i}/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])([^wyA}&])}$,17,
35,>a1o2a3,>a1o2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-IV],1o2,lex:>a1o2aY,lex:>a\1o\2aY,1o2,\1o\2,1o2/IV,\1o\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^([^wyA}&])([^wyA}&])$,78,
36,>a1o2a3,>a1o2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-IV],1o2i3,lex:>a1o2an,lex:>a\1o\2an,1o2in,\1o\2in,1o2in/IV,\1o\2in/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n trans u-#,^([^wyA}&])([^wyA}&])n$,28,
37,>a1o2a3,>a1o2aY,1.2.w,\1.\2.w,BACKOFF,[STEM-IV],1o2,lex:>a1o2aY,lex:>a\1o\2aY,1o2,\1o\2,1o2/IV,\1o\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^([^wyA}&])([^wyA}&])$,25,
38,1a2~a3,>a2~a3,>.2.n,>.\1.n,BACKOFF,[STEM-IV],&a2~i3,lex:>a2~an,lex:>a\1~an,&a2~in,&a\1~in,&a2~in/IV,&a\1~in/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n trans u-#,^&([^wyA}&])n$,3,
39,1a2a3,>a2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],2a3,lex:>a2a3,lex:>a\1a\2,2a3,\1a\2,2a3/IV,\1a\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^([^wyA}&])([^nwyA}&])$,3,
40,1a2a3,>a2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],2a3,lex:>a2i3,lex:>a\1i\2,2a3,\1a\2,2a3/IV,\1a\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^([^wyA}&])([^nwyA}&])$,14,
41,1a2a3,>a2aY,>.2.y,>.\1.y,BACKOFF,[STEM-IV],2,lex:>a2aY,lex:>a\1aY,2,\1,2/IV,\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-aY >-# a-# trans,^([^wyA}&])$,1,
42,>a1o2a3,>a1o>a3,1.y.3,\1.y.\2,BACKOFF,[STEM-IV],1o}i3,lex:>a1o>a3,lex:>a\1o>a\2,1o}i3,\1o}i\2,1o}i3/IV,\1o}i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])}([^nwyA}&])$,1,
43,1a2a3,>a2aY,>.2.y,>.\1.y,BACKOFF,[STEM-IV],2,lex:>a2aY,lex:>a\1aY,2,\1,2/IV,\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy >-# a-# trans,^([^wyA}&])$,2,
44,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],>a2~,lex:>a2~,lex:>a\1~,>a2~,>a\1~,>a2~/IV,>a\1~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,^A([^wyA}&])$,1,
45,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],>o2a3,lex:>a2~,lex:>a\1~,>o2a3,>o\1a\1,>o2a3/IV,>o\1a\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,^A([^nwyA}&])\1$,1,
46,>a1o2a3,>a1o>a3,1.w.3,\1.w.\2,BACKOFF,[STEM-IV],1o}i3,lex:>a1o>a3,lex:>a\1o>a\2,1o}i3,\1o}i\2,1o}i3/IV,\1o}i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])}([^nwyA}&])$,4,
47,>a1o2a3,>a1owaY,1.w.y,\1.w.y,BACKOFF,[STEM-IV],1ow,lex:>a1owaY,lex:>a\1owaY,1ow,\1ow,1ow/IV,\1ow/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^([^wyA}&])w$,8,
48,1a2a3,>a2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],&i2~,lex:>a2~,lex:>a\1~,&i2~,&i\1~,&i2~/IV,&i\1~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,^&([^wyA}&])$,1,
49,>a1o2a3,>a1a2~,1.n.n,\1.n.n,BACKOFF,[STEM-IV],1i2~,lex:>a1an~,lex:>a\1an~,1in~,\1in~,1in~/IV,\1in~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n gem trans u-#,^([^wyA}&])n$,7,
50,>a1o2a3,>a1a2~,1.n.n,\1.n.n,BACKOFF,[STEM-IV],1o2i3,lex:>a1a2~,lex:>a\1a\2~,1o2in,\1o\2in,1o2in/IV,\1o\2in/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,#n gem trans u-#,^([^wyA}&])([^wyA}&])n$,7,
51,1a2~a3,>a2~a3,w.2.3,w.\1.\2,BACKOFF,[STEM-IV],&a2~i3,lex:>a2~a3,lex:>a\1~a\2,&a2~i3,&a\1~i\2,&a2~i3/IV,&a\1~i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&([^wyA}&])([^nwyA}&])$,1,
52,>a1o2a3,>a1owa3,1.w.3,\1.w.\2,BACKOFF,[STEM-IV],1owi3,lex:>a1owa3,lex:>a\1owa\2,1owi3,\1owi\2,1owi3/IV,\1owi\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])w([^nwyA}&])$,6,
53,>a1o2a3,>a1oyaY,1.y.y,\1.y.y,BACKOFF,[STEM-IV],1oy,lex:>a1oyaY,lex:>a\1oyaY,1oy,\1oy,1oy/IV,\1oy/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^([^wyA}&])y$,2,
54,1a2a3,>a2u3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],2u3,lex:>a2u3,lex:>a\1u\2,2u3,\1u\2,2u3/IV,\1u\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^([^wyA}&])([^nwyA}&])$,3,
55,1a2~a3,>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-IV],&a2~,lex:>a2~aY,lex:>a\1~aY,&a2~,&a\1~,&a2~/IV,&a\1~/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^&([^wyA}&])$,2,
56,1a2a3,>a2i3,>.2.n,>.\1.n,BACKOFF,[STEM-IV],2a3,lex:>a2in,lex:>a\1in,2an,\1an,2an/IV,\1an/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n >-# a-# trans,^([^wyA}&])n$,4,
57,1a2a3,>a2iy,>.2.y,>.\1.y,BACKOFF,[STEM-IV],2,lex:>a2iy,lex:>a\1iy,2,\1,2/IV,\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-aY >-# a-# trans,^([^wyA}&])$,2,
58,>a1o2a3,>a1o>aY,1.>.y,\1.>.y,BACKOFF,[STEM-IV],1o,lex:>a1o>aY,lex:>a\1o>aY,1o,\1o,1o/IV,\1o/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-}iy trans u-#,^([^wyA}&])$,2,
59,>a1o2a3,>a1o>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-IV],1o}i3,lex:>a1o>a3,lex:>a\1o>a\2,1o}i3,\1o}i\2,1o}i3/IV,\1o}i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])}([^nwyA}&])$,2,
60,1a2a3,>a2A,>.2.w,>.\1.w,BACKOFF,[STEM-IV],2,lex:>a2A,lex:>a\1A,2,\1,2/IV,\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-uw >-# a-# trans,^([^wyA}&])$,2,
61,>a1o2a3,>a1A',1.w.>,\1.w.>,BACKOFF,[STEM-IV],1,lex:>a1A',lex:>a\1A',1,\1,1/IV,\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy' trans u-#,^([^wyA}&])$,2,
62,>a1o2a3,>a1o2a>,1.2.y,\1.\2.y,BACKOFF,[STEM-IV],1o2i},lex:>a1o2a>,lex:>a\1o\2a>,1o2i},\1o\2i},1o2i}/IV,\1o\2i}/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])([^wyA}&])}$,2,
63,>a1o2a3,>a1A3,1.w.n,\1.w.n,BACKOFF,[STEM-IV],1i3,lex:>a1An,lex:>a\1An,1in,\1in,1in/IV,\1in/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,#n trans u-#,^([^wyA}&])n$,2,
64,>a1o2a3,>a1A3,1.w.n,\1.w.n,BACKOFF,[STEM-IV],1iy3,lex:>a1An,lex:>a\1An,1iyn,\1iyn,1iyn/IV,\1iyn/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n trans u-#,^([^wyA}&])yn$,2,
65,>a1o2a3,>a1oya3,1.y.3,\1.y.\2,BACKOFF,[STEM-IV],1oyi3,lex:>a1oya3,lex:>a\1oya\2,1oyi3,\1oyi\2,1oyi3/IV,\1oyi\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^([^wyA}&])y([^nwyA}&])$,1,
66,>a1o2a3,>a1A',1.y.>,\1.y.>,BACKOFF,[STEM-IV],1iy',lex:>a1A',lex:>a\1A',1iy',\1iy',1iy'/IV,\1iy'/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy' trans u-#,^([^wyA}&])y'$,1,
67,1a2o3a4,>a2o3a4,>.2.3.4,>.\1.\2.\3,BACKOFF,[STEM-IV],&a2o3i4,lex:>a2o3a4,lex:>a\1o\2a\3,&a2o3i4,&a\1o\2i\3,&a2o3i4/IV,&a\1o\2i\3/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&([^wyA}&])([^wyA}&])([^nwyA}&])$,5,
68,>a1o2a3,>a1o2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-IV],&a1o2i3,lex:>a1o2a3,lex:>a\1o\2a\3,&a1o2i3,&a\1o\2i\3,&a1o2i3/IV,&a\1o\2i\3/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&([^wyA}&])([^wyA}&])([^nwyA}&])$,1,
69,1a2o3a4,>a2o3a4,>.2.3.n,>.\1.\2.n,BACKOFF,[STEM-IV],&a2o3i4,lex:>a2o3an,lex:>a\1o\2an,&a2o3in,&a\1o\2in,&a2o3in/IV,&a\1o\2in/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n trans u-#,^&([^wyA}&])([^wyA}&])n$,1,
70,1a2a3,>a2u3,>.2.n,>.\1.n,BACKOFF,[STEM-IV],2u3,lex:>a2un,lex:>a\1un,2un,\1un,2un/IV,\1un/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n >-# a-# trans,^([^wyA}&])n$,1,
71,1a2a3,>a2~,>.n.n,>.n.n,BACKOFF,[STEM-IV],}i2~,lex:>an~,lex:>an~,}in~,}in~,}in~/IV,}in~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,#n a-# gem trans,^}n$,1,
72,1a2a3,>a2~,>.n.n,>.n.n,BACKOFF,[STEM-IV],>o2i3,lex:>a2~,lex:>a\1~,>o2in,>o\1in,>o2in/IV,>o\1in/IV,na,pos:verb asp:i vox:a gen:_ num:_,c-suff,,#n a-# gem trans,^A([^wyA}&])n$,1,
73,1a2o3o4a5,>a2o3o4a5,>.2.3.4.5,>.\1.\2.\3.\4,BACKOFF,[STEM-IV],&a2o3o4i5,lex:>a2o3o4a5,lex:>a\1o\2o\3a\4,&a2o3o4i5,&a\1o\2o\3i\4,&a2o3o4i5/IV,&a\1o\2o\3i\4/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&([^wyA}&])([^wyA}&])([^wyA}&])([^nwyA}&])$,1,
74,1a2~a3,>aw~a3,>.w.3,>.w.\1,BACKOFF,[STEM-IV],&aw~i3,lex:>aw~a3,lex:>aw~a\1,&aw~i3,&aw~i\1,&aw~i3/IV,&aw~i\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&w([^wyA}&])$,6,
75,>a1o2a3,>awo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-IV],w2i3,lex:>awo2a3,lex:>awo\1a\2,w2i3,w\1i\2,w2i3/IV,w\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^w([^wyA}&])([^nwyA}&])$,50,
76,>a1o2a3,>awo2a>,w.2.>,w.\1.>,BACKOFF,[STEM-IV],w2i},lex:>awo2a>,lex:>awo\1a>,w2i},w\1i},w2i}/IV,w\1i}/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^w([^wyA}&])}$,3,
77,>a1o2a3,>awo2aY,w.2.y,w.\1.y,BACKOFF,[STEM-IV],wo2,lex:>awo2aY,lex:>awo\1aY,wo2,wo\1,wo2/IV,wo\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^w([^wyA}&])$,9,
78,1a2a3,>awi3,>.w.3,>.w.\1,BACKOFF,[STEM-IV],wa3,lex:>awi3,lex:>awi\1,wa3,wa\1,wa3/IV,wa\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^w([^wyA}&])$,1,
79,1a2o3a4,>awo3a4,>.w.3.4,>.w.\1.\2,BACKOFF,[STEM-IV],&awo3i4,lex:>awo3a4,lex:>awo\1a\2,&awo3i4,&awo\1i\2,&awo3i4/IV,&awo\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&w([^wyA}&])([^nwyA}&])$,1,
80,>a1o2a3,>awo2a3,w.2.n,w.\1.n,BACKOFF,[STEM-IV],wo2i3,lex:>awo2an,lex:>awo\1an,wo2in,wo\1in,wo2in/IV,wo\1in/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n trans u-#,^w([^wyA}&])n$,1,
81,1a2~a3,>aw~aY,>.w.y,>.w.y,BACKOFF,[STEM-IV],&aw~,lex:>aw~aY,lex:>aw~aY,&aw~,&aw~,&aw~/IV,&aw~/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy trans u-#,^&w$,1,
82,1a2a3,>awaY,>.w.y,>.w.y,BACKOFF,[STEM-IV],w,lex:>awaY,lex:>awaY,w,w,w/IV,w/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#-iy >-# a-# trans,^w$,1,
83,>a1o2a3,>ayo>a3,y.>.3,y.>.\1,BACKOFF,[STEM-IV],yo}i3,lex:>ayo>a3,lex:>ayo>a\1,yo}i3,yo}i\1,yo}i3/IV,yo}i\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^y}([^wyA}&])$,1,
84,>a1o2a3,>ayo2a3,y.2.3,y.\1.\2,BACKOFF,[STEM-IV],w2i3,lex:>ayo2a3,lex:>ayo\1a\2,w2i3,w\1i\2,w2i3/IV,w\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^w([^wyA}&])([^nwyA}&])$,6,
85,1a2~a3,>ay~a3,>.y.3,>.y.\1,BACKOFF,[STEM-IV],&ay~i3,lex:>ay~a3,lex:>ay~a\1,&ay~i3,&ay~i\1,&ay~i3/IV,&ay~i\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,trans u-#,^&y([^wyA}&])$,2,
86,1a2a3,>ayi3,>.y.3,>.y.\1,BACKOFF,[STEM-IV],ya3,lex:>ayi3,lex:>ayi\1,ya3,ya\1,ya3/IV,ya\1/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^y([^wyA}&])$,1,
87,>a1o2a3,>ayo2a3,y.2.n,y.\1.n,BACKOFF,[STEM-IV],yo2i3,lex:>ayo2an,lex:>ayo\1an,yo2in,yo\1in,yo2in/IV,yo\1in/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n trans u-#,^y([^wyA}&])n$,1,
88,1a2~a3,>ay~a3,>.y.n,>.y.n,BACKOFF,[STEM-IV],&ay~i3,lex:>ay~an,lex:>ay~an,&ay~in,&ay~in,&ay~in/IV,&ay~in/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,#n trans u-#,^&yn$,1,
89,{i1ota2a3,{i}ota2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-IV],ta2i3,lex:{i}ota2a3,lex:{i}ota\1a\2,ta2i3,ta\1i\2,ta2i3/IV,ta\1i\2/IV,na,pos:verb asp:i vox:a gen:_ num:_,,,>-# a-# trans,^t([^wyA}&])([^nwyA}&])$,5,
90,{i1ota2a3,{i}ota2~,>.2.3,>.\1.\1,BACKOFF,[STEM-IV],ta2~,lex:{i}ota2~,lex:{i}ota\1~,ta2~,ta\1~,ta2~/IV,ta\1~/IV,na,pos:verb asp:i vox:a gen:_ num:_,v-suff,,>-# a-# gem trans,^t([^wyA}&])$,1,
