ID,lemma,pos,lemmatizedGloss,Arabic Lemma,,ROOT,Len,ROOT-#,AMBIG SET
10701,tawaq~aY_1,verb,beware;be_on_guard,تَوَقَّى,3,وقي,3,#ق#,وقي
5962,waq~Ayap_1,noun,protective_covering,وَقّايَة,3,وقي,3,#ق#,وقي
12322,waqAC_1,noun,prevention;protection,وَقاء,3,وقي,3,#ق#,وقي
12693,waqaY-i_1,verb,preserve;safeguard;be_preserved;be_safeguarded,وَقَى-ِ,3,وقي,3,#ق#,وقي
12956,wAqiy_1,adj,preserving;guarding;protecting,واقِي,3,وقي,3,#ق#,وقي
9737,waqiy~_1,adj,protecting;guardian,وَقِيّ,3,وقي,3,#ق#,وقي
8238,wAqiyap_1,noun,shelter;shield,واقِيَة,3,وقي,3,#ق#,وقي
10733,waqoy_1,noun,protection;safeguard,وَقْي,3,وقي,3,#ق#,وقي
6023,wiqAQiy~_1,adj,protective;preservative,وِقائِيّ,3,وقي,3,#ق#,وقي
6024,wiqAQiy~ap_1,noun,prevention;protection,وِقائِيَّة,3,وقي,3,#ق#,وقي
10292,wiqAyap_1,noun,precaution;prevention;protection,وِقايَة,3,وقي,3,#ق#,وقي
6029,wiqiy~ap_1,noun,uqiya_(measure_=_1/12_ratl;Beirut:_213_gr;Jerusalem_240_gr.;Aleppo_320_gr.),وِقِيَّة,3,وقي,3,#ق#,وقي
9745,waqowAq_1,noun,cuckoo,وَقْواق,4,وقوق,4,#ق#ق,وقوق
11616,waqowaq_1,verb,bark,وَقْوَق,4,وقوق,4,#ق#ق,وقوق
6004,waqowAq_2,noun_prop,Waq_Waq_(legendary_island);strange_and_faraway_land,وَقْواق,4,وقوق,4,#ق#ق,وقوق
11147,waqowaqap_1,noun,barking,وَقْوَقَة,4,وقوق,4,#ق#ق,وقوق
19811,tawaq~al_1,verb,climb,تَوَقَّل,3,وقل,3,#قل,وقل
16817,IiyqAf_1,noun,stopping;halting,إِيقاف,3,وقف,3,#قف,وقف
14468,Lisotawoqaf_1,verb,ask_to_stop;catch,ٱِسْتَوْقَف,3,وقف,3,#قف,وقف
14706,mawoqif_1,noun,position,مَوْقِف,3,وقف,3,#قف,وقف
16912,mawoquwf_1,adj,stopped;suspended,مَوْقُوف,3,وقف,3,#قف,وقف
16913,mawoquwf_1,noun,detained;arrested,مَوْقُوف,3,وقف,3,#قف,وقف
15645,mutawaq~if_1,adj,conditional;dependent,مُتَوَقِّف,3,وقف,3,#قف,وقف
15646,mutawaq~if_1,noun,conditional;dependent,مُتَوَقِّف,3,وقف,3,#قف,وقف
16414,muwaq~af_1,adj,detained;stopped,مُوَقَّف,3,وقف,3,#قف,وقف
22185,Oawoqaf_1,verb,detain;make_stand;be_detained;be_made_to_stand,أَوْقَف,3,وقف,3,#قف,وقف
19831,tawaq~af_1,verb,stop;halt;depend_on,تَوَقَّف,3,وقف,3,#قف,وقف
15924,tawaq~uf_1,noun,stop;halt,تَوَقُّف,3,وقف,3,#قف,وقف
14827,tawAqaf_1,verb,fight_each_other,تَواقَف,3,وقف,3,#قف,وقف
17239,tawoqiyf_1,noun,detention;stopping;halting,تَوْقِيف,3,وقف,3,#قف,وقف
13396,waq~Af_1,noun,supervisor;warden,وَقّاف,3,وقف,3,#قف,وقف
20488,waq~af_1,verb,stop;detain,وَقَّف,3,وقف,3,#قف,وقف
21706,waqaf-i_1,verb,stop;cease;stand,وَقَف-ِ,3,وقف,3,#قف,وقف
20173,wAqif_1,adj,standing,واقِف,3,وقف,3,#قف,وقف
20166,wAqif_2,adj,stopped,واقِف,3,وقف,3,#قف,وقف
23709,waqof_1,noun,stopping;ceasing,وَقْف,3,وقف,3,#قف,وقف
23723,waqof_2,noun,waqf_(religious_endowment),وَقْف,3,وقف,3,#قف,وقف
18618,waqofap_1,noun,stance;posture;pause,وَقْفَة,3,وقف,3,#قف,وقف
12966,waqofiy~_1,adj,waqf_(religious_endowment),وَقْفِيّ,3,وقف,3,#قف,وقف
11144,waqofiy~ap_1,noun,religious_endowment,وَقْفِيَّة,3,وقف,3,#قف,وقف
14044,wuquwf_1,noun,standing;stopping;halting,وُقُوف,3,وقف,3,#قف,وقف
16819,IiyqAE_1,noun,rhythm;projection,إِيقاع,3,وقع,3,#قع,وقع
11014,IiyqAEiy~_1,adj,rhythmical,إِيقاعِيّ,3,وقع,3,#قع,وقع
14463,LisotawoqaE_1,verb,anticipate,ٱِسْتَوْقَع,3,وقع,3,#قع,وقع
3834,mawoqaEap_1,noun,battlefield,مَوْقَعَة,3,وقع,3,#قع,وقع
14717,mawoqiE_1,noun,position;location;site,مَوْقِع,3,وقع,3,#قع,وقع
10126,miyqaEap_1,noun,grindstone,مِيقَعَة,3,وقع,3,#قع,وقع
7707,mutawaq~aE_1,adj,expected;anticipated,مُتَوَقَّع,3,وقع,3,#قع,وقع
7708,mutawaq~aE_1,noun,expected;anticipated,مُتَوَقَّع,3,وقع,3,#قع,وقع
15647,mutawaq~iE_1,adj,expecting;anticipating,مُتَوَقِّع,3,وقع,3,#قع,وقع
16407,muwaq~aE_1,adj,signed,مُوَقَّع,3,وقع,3,#قع,وقع
15669,muwaq~iE_1,adj,signing;signatory,مُوَقِّع,3,وقع,3,#قع,وقع
22188,OawoqaE_1,verb,inflict;bring_about;be_inflicted;be_brought_about,أَوْقَع,3,وقع,3,#قع,وقع
5683,tamawoqaE_1,verb,be_located,تَمَوْقَع,3,وقع,3,#قع,وقع
19857,tawaq~aE_1,verb,expect;count_on;anticipate;be_expected;be_counted_on;be_anticipated,تَوَقَّع,3,وقع,3,#قع,وقع
15937,tawaq~uE_1,noun,expectation;anticipation,تَوَقُّع,3,وقع,3,#قع,وقع
17221,tawoqiyE_1,noun,signing,تَوْقِيع,3,وقع,3,#قع,وقع
17223,tawoqiyE_2,noun,signature,تَوْقِيع,3,وقع,3,#قع,وقع
10714,tawoqiyEiy~_1,adj,signature;rhythmical,تَوْقِيعِيّ,3,وقع,3,#قع,وقع
13392,waq~AE_1,noun,scandalmonger,وَقّاع,3,وقع,3,#قع,وقع
20481,waq~aE_1,verb,sign,وَقَّع,3,وقع,3,#قع,وقع
10272,waqaE-a_1,verb,fall_down;take_place;be_located,وَقَع-َ,3,وقع,3,#قع,وقع
20192,wAqiE_1,noun,fact;reality;actual,واقِع,3,وقع,3,#قع,وقع
20168,wAqiE_2,adj,falling,واقِع,3,وقع,3,#قع,وقع
20169,wAqiE_3,adj,located,واقِع,3,وقع,3,#قع,وقع
10724,wAqiEap_1,noun,incident,واقِعَة,3,وقع,3,#قع,وقع
8225,wAqiEiy~_1,adj,realistic,واقِعِيّ,3,وقع,3,#قع,وقع
8228,wAqiEiy~ap_1,noun,realism;reality,واقِعِيَّة,3,وقع,3,#قع,وقع
14863,waqiyEap_1,noun,incident;event,وَقِيعَة,3,وقع,3,#قع,وقع
23687,waqoE_1,noun,impression,وَقْع,3,وقع,3,#قع,وقع
23691,waqoE_2,noun,falling;fall,وَقْع,3,وقع,3,#قع,وقع
23692,waqoE_3,noun,beat_(music),وَقْع,3,وقع,3,#قع,وقع
18606,waqoEap_1,noun,incident,وَقْعَة,3,وقع,3,#قع,وقع
13762,wiqAE_1,noun,coitus,وِقاع,3,وقع,3,#قع,وقع
6048,wuq~iE_1,verb,be_signed,وُقِّع,3,وقع,3,#قع,وقع
14039,wuquwE_1,noun,occurrence;happening,وُقُوع,3,وقع,3,#قع,وقع
14031,wuquwE_2,noun,falling,وُقُوع,3,وقع,3,#قع,وقع
20496,waq~aZ_1,verb,incite;inflame,وَقَّظ,3,وقظ,3,#قظ,وقظ|يقظ
21697,waqaZ-i_1,verb,beat_brutally,وَقَظ-ِ,3,وقظ,3,#قظ,وقظ|يقظ
16823,IiyqAZ_1,noun,awakening;reveille,إِيقاظ,3,يقظ,3,#قظ,وقظ|يقظ
8892,LisotayoqaZ_1,verb,wake_up;be_roused;be_alert,ٱِسْتَيْقَظ,3,يقظ,3,#قظ,وقظ|يقظ
11431,LisotiyqAZ_1,noun,awakening;arousal,ٱِسْتِيقاظ,3,يقظ,3,#قظ,وقظ|يقظ
4115,musotayoqiZ_1,adj,awake,مُسْتَيْقِظ,3,يقظ,3,#قظ,وقظ|يقظ
9596,mutayaq~iZ_1,adj,awake;alert,مُتَيَقِّظ,3,يقظ,3,#قظ,وقظ|يقظ
12659,OayoqaZ_1,verb,awaken;warn;be_awakened;be_warned,أَيْقَظ,3,يقظ,3,#قظ,وقظ|يقظ
