LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
11	OK-ONE	1	VERB.I3FD.AS	|b-u	تَؤُوبا	ta&uwbA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FD+a/STEM+&uwb/IV+A/IVSUFF_SUBJ:3FD_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FD.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3FD.S]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:a per:3 gen:f num:d mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	0
12	OK-ONE	1	VERB.I3MP.AS	|b-u	يَؤُوبُوا	ya&uwbuwA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MP+a/STEM+&uwb/IV+uwA/IVSUFF_SUBJ:3MP_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MP.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3MP.S]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay+enc0]	pos:verb asp:i vox:a per:3 gen:m num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	1
13	OK-ONE	1	VERB.I3FP.AS	|b-u	يَؤُبنَ	ya&ubna	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3FP+a/STEM+&ub/IV+na/IVSUFF_SUBJ:3FP_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FP.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3FP.S]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:a per:3 gen:f num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	0
14	OK-ONE	1	VERB.I1S.PS	|b-u	أُؤابَ	>u&Aba	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	>/IV1S+u/STEM+&Ab/IV_PASS+a/IVSUFF_SUBJ:1S_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1S.S]_[CS:h-pref]_[CT:-]_[CF:a-#]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I1S.S]_[CS:a-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:1 gen:u num:s mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
15	OK-ONE	1	VERB.I1P.PS	|b-u	نُؤابَ	nu&Aba	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	n/IV1P+u/STEM+&Ab/IV_PASS+a/IVSUFF_SUBJ:1P_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1P.S]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I1P.S]_[CS:a-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:1 gen:u num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	0
16	OK-ONE	1	VERB.I2MS.PS	|b-u	تُؤابَ	tu&Aba	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MS+u/STEM+&Ab/IV_PASS+a/IVSUFF_SUBJ:2MS_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MS.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2MS.S]_[CS:a-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:2 gen:m num:s mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
17	OK-ONE	1	VERB.I2FS.PS	|b-u	تُؤابِي	tu&Abiy	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FS+u/STEM+&Ab/IV_PASS+iy/IVSUFF_SUBJ:2FS_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FS.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2FS.S]_[CS:#^iy+v-suff+y-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:2 gen:f num:s mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	0
18	OK-ONE	1	VERB.I2D.PS	|b-u	تُؤابا	tu&AbA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2D+u/STEM+&Ab/IV_PASS+A/IVSUFF_SUBJ:2D_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2D.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2D.S]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:p per:2 gen:u num:d mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
19	OK-ONE	1	VERB.I2MP.PS	|b-u	تُؤابُوا	tu&AbuwA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MP+u/STEM+&Ab/IV_PASS+uwA/IVSUFF_SUBJ:2MP_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MP.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2MP.S]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay+enc0]	pos:verb asp:i vox:p per:2 gen:m num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	0
20	OK-ONE	1	VERB.I2FP.PS	|b-u	تُؤَبنَ	tu&abna	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FP+u/STEM+&ab/IV_PASS+na/IVSUFF_SUBJ:2FP_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FP.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:intrans+u-#]_[CT:c-suff+u-#]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I2FP.S]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:p per:2 gen:f num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
21	OK-ONE	1	VERB.I3MS.PS	|b-u	يُؤابَ	yu&Aba	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MS+u/STEM+&Ab/IV_PASS+a/IVSUFF_SUBJ:3MS_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MS.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3MS.S]_[CS:a-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:3 gen:m num:s mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	0
22	OK-ONE	1	VERB.I3FS.PS	|b-u	تُؤابَ	tu&Aba	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FS+u/STEM+&Ab/IV_PASS+a/IVSUFF_SUBJ:3FS_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FS.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3FS.S]_[CS:a-suff+v-suff+z-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:p per:3 gen:f num:s mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
23	OK-ONE	1	VERB.I3MD.PS	|b-u	يُؤابا	yu&AbA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MD+u/STEM+&Ab/IV_PASS+A/IVSUFF_SUBJ:3MD_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MD.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3MD.S]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:p per:3 gen:m num:d mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	0
24	OK-ONE	1	VERB.I3FD.PS	|b-u	تُؤابا	tu&AbA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FD+u/STEM+&Ab/IV_PASS+A/IVSUFF_SUBJ:3FD_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FD.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3FD.S]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:p per:3 gen:f num:d mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
25	OK-ONE	1	VERB.I3MP.PS	|b-u	يُؤابُوا	yu&AbuwA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MP+u/STEM+&Ab/IV_PASS+uwA/IVSUFF_SUBJ:3MP_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MP.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:intrans+u-#]_[CT:u-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3MP.S]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay+enc0]	pos:verb asp:i vox:p per:3 gen:m num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	0
26	OK-ONE	1	VERB.I3FP.PS	|b-u	يُؤَبنَ	yu&abna	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3FP+u/STEM+&ab/IV_PASS+na/IVSUFF_SUBJ:3FP_MOOD:S	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FP.S]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:intrans+u-#]_[CT:c-suff+u-#]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+a-#]	S:[I3FP.S]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:p per:3 gen:f num:p mod:s enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 PS0 XVox0 OK M0	1
27	OK-ONE	1	VERB.I1S.AS.E0	|b-u	أَؤُوبَهُ	>a&uwbahu	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	>/IV1S+a/STEM+&uwb/IV+a/IVSUFF_SUBJ:1S_MOOD:S+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1S.S]_[CS:h-pref]_[CT:a-#]_[CF:>-#]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I1S.S]_[CS:a-suff+enc0+v-suff+z-suff]_[CT:trans||ditrans]_[CF:#-aY||#-aA||#->ay+#^i||#^iy]	pos:verb asp:i vox:a per:1 gen:u num:s mod:s enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	0
28	OK-ONE	1	VERB.I1P.AS.E0	|b-u	نَؤُوبَهُ	na&uwbahu	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	n/IV1P+a/STEM+&uwb/IV+a/IVSUFF_SUBJ:1P_MOOD:S+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1P.S]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I1P.S]_[CS:a-suff+enc0+v-suff+z-suff]_[CT:trans||ditrans]_[CF:#-aY||#-aA||#->ay+#^i||#^iy]	pos:verb asp:i vox:a per:1 gen:u num:p mod:s enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	1
29	OK-ONE	1	VERB.I2MS.AS.E0	|b-u	تَؤُوبَهُ	ta&uwbahu	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MS+a/STEM+&uwb/IV+a/IVSUFF_SUBJ:2MS_MOOD:S+hu/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MS.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2MS.S]_[CS:a-suff+enc0+v-suff+z-suff]_[CT:trans||ditrans]_[CF:#-aY||#-aA||#->ay+#^i||#^iy]	pos:verb asp:i vox:a per:2 gen:m num:s mod:s enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	0
30	OK-ONE	1	VERB.I2FS.AS.E0	|b-u	تَؤُوبِيهِ	ta&uwbiyhi	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FS+a/STEM+&uwb/IV+iy/IVSUFF_SUBJ:2FS_MOOD:S+hi/XVSUFF_DO:3MS	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FS.S]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2FS.S]_[CS:#^iy+enc0+enc0#^i+v-suff+y-suff]_[CT:#^i||#^iy+trans||ditrans]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:a per:2 gen:f num:s mod:s enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PP0 FSE0 PS0 XVox0 OK M0	1
