LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
11	OK-ZERO-CV-PER	0	VERB.C3FD.AI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 FSE0 PP0 M0	0
12	OK-ZERO-CV-PER	0	VERB.C3MP.AI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 FSE0 PP0 M0	1
13	OK-ZERO-CV-PER	0	VERB.C3FP.AI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 FSE0 PP0 M0	0
14	OK-ZERO-CV-PASS	0	VERB.C1S.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
15	OK-ZERO-CV-PASS	0	VERB.C1P.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	0
16	OK-ZERO-CV-PASS	0	VERB.C2MS.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
17	OK-ZERO-CV-PASS	0	VERB.C2FS.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	0
18	OK-ZERO-CV-PASS	0	VERB.C2D.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
19	OK-ZERO-CV-PASS	0	VERB.C2MP.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	0
20	OK-ZERO-CV-PASS	0	VERB.C2FP.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
21	OK-ZERO-CV-PASS	0	VERB.C3MS.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	0
22	OK-ZERO-CV-PASS	0	VERB.C3FS.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
23	OK-ZERO-CV-PASS	0	VERB.C3MD.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	0
24	OK-ZERO-CV-PASS	0	VERB.C3FD.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
25	OK-ZERO-CV-PASS	0	VERB.C3MP.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	0
26	OK-ZERO-CV-PASS	0	VERB.C3FP.PI	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 M0 PP0 XVox0	1
27	OK-ZERO-CV-PER	0	VERB.C1S.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	0
28	OK-ZERO-CV-PER	0	VERB.C1P.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	1
29	OK-ONE	1	VERB.C2MS.AI.E0	xAf-a	خَفْهُ	xafohu	390			1aAo3	[xAf][xaf]	xaf/CV+o/CVSUFF_SUBJ:2MS+hu/XVSUFF_DO:3MS	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:c-suff+enc0]_[CT:trans||ditrans]_[CF:#-aA||#-uw||#-aY+#-iy||#-}iy+#^i||#^iy+enc0:2*+gem]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
30	OK-ONE	1	VERB.C2FS.AI.E0	xAf-a	خافِيهِ	xAfiyhi	390			1aAo3	[xAf][xaf]	xAf/CV+iy/CVSUFF_SUBJ:2FS+hi/XVSUFF_DO:3MS	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:#^iy+enc0+enc0#^i+v-suff+y-suff]_[CT:#^i||#^iy+trans||ditrans]_[CF:#-aY||#-aA+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	1
31	OK-ONE	1	VERB.C2D.AI.E0	xAf-a	خافاهُ	xAfAhu	390			1aAo3	[xAf][xaf]	xAf/CV+A/CVSUFF_SUBJ:2D+hu/XVSUFF_DO:3MS	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:A-suff+enc0+v-suff]_[CT:trans||ditrans]_[CF:#-a>+#^i||#^iy+enc0:2*]	pos:verb asp:c vox:a per:2 gen:u num:d mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
32	OK-ONE	1	VERB.C2MP.AI.E0	xAf-a	خافُوهُ	xAfuwhu	390			1aAo3	[xAf][xaf]	xAf/CV+uw/CVSUFF_SUBJ:2MP+hu/XVSUFF_DO:3MS	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:enc0+v-suff+w-suff]_[CT:enc0+trans||ditrans]_[CF:#-aA||#-aY+#^i||#^iy+enc0:2*]	pos:verb asp:c vox:a per:2 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	1
33	OK-ONE	1	VERB.C2FP.AI.E0	xAf-a	خَفنَهُ	xafnahu	390			1aAo3	[xAf][xaf]	xaf/CV+na/CVSUFF_SUBJ:2FP+hu/XVSUFF_DO:3MS	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:c-suff+enc0]_[CT:trans||ditrans]_[CF:#^i||#^iy+#n+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
34	OK-ZERO-CV-PER	0	VERB.C3MS.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	1
35	OK-ZERO-CV-PER	0	VERB.C3FS.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	0
36	OK-ZERO-CV-PER	0	VERB.C3MD.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	1
37	OK-ZERO-CV-PER	0	VERB.C3FD.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	0
38	OK-ZERO-CV-PER	0	VERB.C3MP.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	1
39	OK-ZERO-CV-PER	0	VERB.C3FP.AI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 XVox0 PP0 FSE0 M0	0
40	OK-ZERO-E0-PASS	0	VERB.C1S.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
41	OK-ZERO-E0-PASS	0	VERB.C1P.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	0
42	OK-ZERO-E0-PASS	0	VERB.C2MS.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
43	OK-ZERO-E0-PASS	0	VERB.C2FS.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	0
44	OK-ZERO-E0-PASS	0	VERB.C2D.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
45	OK-ZERO-E0-PASS	0	VERB.C2MP.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	0
46	OK-ZERO-E0-PASS	0	VERB.C2FP.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
47	OK-ZERO-E0-PASS	0	VERB.C3MS.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	0
48	OK-ZERO-E0-PASS	0	VERB.C3FS.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
49	OK-ZERO-E0-PASS	0	VERB.C3MD.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	0
50	OK-ZERO-E0-PASS	0	VERB.C3FD.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
51	OK-ZERO-E0-PASS	0	VERB.C3MP.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	0
52	OK-ZERO-E0-PASS	0	VERB.C3FP.PI.E0	xAf-a			390			1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 PP0 FSE0 XVox0	1
53	OK-ZERO-CV-PER	0	VERB.C1S.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	0
54	OK-ZERO-CV-PER	0	VERB.C1P.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
55	OK-ONE	1	VERB.C2MS.AI	kaw~an	كَوِّنْ	kaw~ino	299			1aw~a3	[kaw~in]	kaw~in/CV+o/CVSUFF_SUBJ:2MS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:c-suff]_[CT:-]_[CF:#-aA||#-uw||#-aY+#-iy||#-}iy+enc0:2*+gem]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
56	OK-ONE	1	VERB.C2FS.AI	kaw~an	كَوِّنِي	kaw~iniy	299			1aw~a3	[kaw~in]	kaw~in/CV+iy/CVSUFF_SUBJ:2FS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:#^iy+v-suff+y-suff]_[CT:-]_[CF:#-aY||#-aA+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	1
57	OK-ONE	1	VERB.C2D.AI	kaw~an	كَوِّنا	kaw~inA	299			1aw~a3	[kaw~in]	kaw~in/CV+A/CVSUFF_SUBJ:2D	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>+enc0:2*]	pos:verb asp:c vox:a per:2 gen:u num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
58	OK-ONE	1	VERB.C2MP.AI	kaw~an	كَوِّنُوا	kaw~inuwA	299			1aw~a3	[kaw~in]	kaw~in/CV+uwA/CVSUFF_SUBJ:2MP	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aA||#-aY+enc0+enc0:2*]	pos:verb asp:c vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	1
59	OK-ONE	1	VERB.C2FP.AI	kaw~an	كَوِّنَّ	kaw~in~a	299			1aw~a3	[kaw~in]	kaw~in/CV+~a/CVSUFF_SUBJ:2FP	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:c-suff]_[CT:#n]_[CF:enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
60	OK-ZERO-CV-PER	0	VERB.C3MS.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
61	OK-ZERO-CV-PER	0	VERB.C3FS.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	0
62	OK-ZERO-CV-PER	0	VERB.C3MD.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
63	OK-ZERO-CV-PER	0	VERB.C3FD.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	0
64	OK-ZERO-CV-PER	0	VERB.C3MP.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
65	OK-ZERO-CV-PER	0	VERB.C3FP.AI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	0
66	OK-ZERO-CV-PASS	0	VERB.C1S.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
67	OK-ZERO-CV-PASS	0	VERB.C1P.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	0
68	OK-ZERO-CV-PASS	0	VERB.C2MS.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
69	OK-ZERO-CV-PASS	0	VERB.C2FS.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	0
70	OK-ZERO-CV-PASS	0	VERB.C2D.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
71	OK-ZERO-CV-PASS	0	VERB.C2MP.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	0
72	OK-ZERO-CV-PASS	0	VERB.C2FP.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
73	OK-ZERO-CV-PASS	0	VERB.C3MS.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	0
74	OK-ZERO-CV-PASS	0	VERB.C3FS.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
75	OK-ZERO-CV-PASS	0	VERB.C3MD.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	0
76	OK-ZERO-CV-PASS	0	VERB.C3FD.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
77	OK-ZERO-CV-PASS	0	VERB.C3MP.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	0
78	OK-ZERO-CV-PASS	0	VERB.C3FP.PI	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 M0 PP0 XVox0	1
79	OK-ZERO-CV-PER	0	VERB.C1S.AI.E0	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	0
80	OK-ZERO-CV-PER	0	VERB.C1P.AI.E0	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
81	OK-ONE	1	VERB.C2MS.AI.E0	kaw~an	كَوِّنْهُ	kaw~inohu	299			1aw~a3	[kaw~in]	kaw~in/CV+o/CVSUFF_SUBJ:2MS+hu/XVSUFF_DO:3MS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:c-suff+enc0]_[CT:trans||ditrans]_[CF:#-aA||#-uw||#-aY+#-iy||#-}iy+#^i||#^iy+enc0:2*+gem]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
82	OK-ONE	1	VERB.C2FS.AI.E0	kaw~an	كَوِّنِيهِ	kaw~iniyhi	299			1aw~a3	[kaw~in]	kaw~in/CV+iy/CVSUFF_SUBJ:2FS+hi/XVSUFF_DO:3MS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:#^iy+enc0+enc0#^i+v-suff+y-suff]_[CT:#^i||#^iy+trans||ditrans]_[CF:#-aY||#-aA+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	1
83	OK-ONE	1	VERB.C2D.AI.E0	kaw~an	كَوِّناهُ	kaw~inAhu	299			1aw~a3	[kaw~in]	kaw~in/CV+A/CVSUFF_SUBJ:2D+hu/XVSUFF_DO:3MS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:A-suff+enc0+v-suff]_[CT:trans||ditrans]_[CF:#-a>+#^i||#^iy+enc0:2*]	pos:verb asp:c vox:a per:2 gen:u num:d mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
84	OK-ONE	1	VERB.C2MP.AI.E0	kaw~an	كَوِّنُوهُ	kaw~inuwhu	299			1aw~a3	[kaw~in]	kaw~in/CV+uw/CVSUFF_SUBJ:2MP+hu/XVSUFF_DO:3MS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:enc0+v-suff+w-suff]_[CT:enc0+trans||ditrans]_[CF:#-aA||#-aY+#^i||#^iy+enc0:2*]	pos:verb asp:c vox:a per:2 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	1
85	OK-ONE	1	VERB.C2FP.AI.E0	kaw~an	كَوِّنَّهُ	kaw~in~ahu	299			1aw~a3	[kaw~in]	kaw~in/CV+~a/CVSUFF_SUBJ:2FP+hu/XVSUFF_DO:3MS	create	[#n trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#n+trans]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C]_[CS:c-suff+enc0]_[CT:#n+trans||ditrans]_[CF:#^i||#^iy+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 XVox0 PP0 FSE0 OK M0	0
86	OK-ZERO-CV-PER	0	VERB.C3MS.AI.E0	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
87	OK-ZERO-CV-PER	0	VERB.C3FS.AI.E0	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	0
88	OK-ZERO-CV-PER	0	VERB.C3MD.AI.E0	kaw~an			299			1aw~a3	[kaw~in]			[#n trans]	[-]					PS0 XVox0 PP0 FSE0 M0	1
