LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
11	OK-ZERO-E0-INTRANS	0	VERB.I1P.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	0
12	OK-ZERO-E0-INTRANS	0	VERB.I2MS.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	1
13	OK-ZERO-E0-INTRANS	0	VERB.I2FS.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	0
14	OK-ZERO-E0-INTRANS	0	VERB.I2P.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	1
15	OK-ZERO-E0-INTRANS	0	VERB.I2FP.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	0
16	OK-ZERO-E0-INTRANS	0	VERB.I3MS.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	1
17	OK-ZERO-E0-INTRANS	0	VERB.I3FS.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	0
18	OK-ZERO-E0-INTRANS	0	VERB.I3P.AI.E0	jalas			653			1a2a3	[jlis]			[intrans yi#]	[-]					PS0 FSE0	1
19	OK-ONE	1	VERB.I1S.AI	qAl	اَقُول	Aaquwl	892			1aAo3	[quwl]	Aa/IV1S+quwl/IV+(null)/IVSUFF_SUBJ:1S	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I1S]_[CS:h-pref]_[CT:h-pref]_[CF:yA#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I1S]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
20	OK-ONE	1	VERB.I1P.AI	qAl	نقُول	nquwl	892			1aAo3	[quwl]	n/IV1P+quwl/IV+(null)/IVSUFF_SUBJ:1P	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I1P]_[CS:-]_[CT:y#]_[CF:enc0:1*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I1P]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
21	OK-ONE	1	VERB.I2MS.AI	qAl	تقُول	tquwl	892			1aAo3	[quwl]	t/IV2MS+quwl/IV+(null)/IVSUFF_SUBJ:2MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2MS]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
22	OK-ONE	1	VERB.I2FS.AI	qAl	تقُولِين	tquwliyn	892			1aAo3	[quwl]	t/IV2FS+quwl/IV+iyn/IVSUFF_SUBJ:2FS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2FS]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2FS]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
23	OK-ONE	1	VERB.I2P.AI	qAl	تقُولُون	tquwluwn	892			1aAo3	[quwl]	t/IV2P+quwl/IV+uwn/IVSUFF_SUBJ:2P	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2P]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2P]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
24	OK-ONE	1	VERB.I2FP.AI	qAl	تقُولِن	tquwlin	892			1aAo3	[quwl]	t/IV2FP+quwl/IV+in/IVSUFF_SUBJ:2FP	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2FP]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2FP]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
25	OK-ONE	1	VERB.I3MS.AI	qAl	يقُول	yquwl	892			1aAo3	[quwl]	y/IV3MS+quwl/IV+(null)/IVSUFF_SUBJ:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I3MS]_[CS:-]_[CT:y#]_[CF:h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I3MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
26	OK-ONE	1	VERB.I3FS.AI	qAl	تقُول	tquwl	892			1aAo3	[quwl]	t/IV3FS+quwl/IV+(null)/IVSUFF_SUBJ:3FS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I3FS]_[CS:-]_[CT:y#]_[CF:h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I3FS]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
27	OK-ONE	1	VERB.I3P.AI	qAl	يقُولُون	yquwluwn	892			1aAo3	[quwl]	y/IV3P+quwl/IV+uwn/IVSUFF_SUBJ:3P	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I3P]_[CS:-]_[CT:y#]_[CF:h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I3P]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:3 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
28	OK-ONE	1	VERB.I1S.AI.E0	qAl	اَقُولَه	Aaquwlah	892			1aAo3	[quwl]	Aa/IV1S+quwl/IV+(null)/IVSUFF_SUBJ:1S+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I1S]_[CS:h-pref]_[CT:h-pref]_[CF:yA#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I1S]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
29	OK-ONE	1	VERB.I1P.AI.E0	qAl	نقُولَه	nquwlah	892			1aAo3	[quwl]	n/IV1P+quwl/IV+(null)/IVSUFF_SUBJ:1P+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I1P]_[CS:-]_[CT:y#]_[CF:enc0:1*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I1P]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
30	OK-ONE	1	VERB.I2MS.AI.E0	qAl	تقُولَه	tquwlah	892			1aAo3	[quwl]	t/IV2MS+quwl/IV+(null)/IVSUFF_SUBJ:2MS+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2MS]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2MS]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
31	OK-ONE	1	VERB.I2FS.AI.E0	qAl	تقُولِينَه	tquwliynah	892			1aAo3	[quwl]	t/IV2FS+quwl/IV+iyn/IVSUFF_SUBJ:2FS+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2FS]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2FS]_[CS:enc0+v-suff+y-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
32	OK-ONE	1	VERB.I2P.AI.E0	qAl	تقُولُونَه	tquwluwnah	892			1aAo3	[quwl]	t/IV2P+quwl/IV+uwn/IVSUFF_SUBJ:2P+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2P]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2P]_[CS:enc0+v-suff+w-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
33	OK-ONE	1	VERB.I2FP.AI.E0	qAl	تقُولِنَه	tquwlinah	892			1aAo3	[quwl]	t/IV2FP+quwl/IV+in/IVSUFF_SUBJ:2FP+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I2FP]_[CS:-]_[CT:y#]_[CF:enc0:2*+h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I2FP]_[CS:enc0+v-suff+w-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:2 gen:f num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
34	OK-ONE	1	VERB.I3MS.AI.E0	qAl	يقُولَه	yquwlah	892			1aAo3	[quwl]	y/IV3MS+quwl/IV+(null)/IVSUFF_SUBJ:3MS+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I3MS]_[CS:-]_[CT:y#]_[CF:h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I3MS]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
35	OK-ONE	1	VERB.I3FS.AI.E0	qAl	تقُولَه	tquwlah	892			1aAo3	[quwl]	t/IV3FS+quwl/IV+(null)/IVSUFF_SUBJ:3FS+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I3FS]_[CS:-]_[CT:y#]_[CF:h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I3FS]_[CS:enc0+n-suff+z-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
36	OK-ONE	1	VERB.I3P.AI.E0	qAl	يقُولُونَه	yquwluwnah	892			1aAo3	[quwl]	y/IV3P+quwl/IV+uwn/IVSUFF_SUBJ:3P+ah/XVSUFF_DO:3MS	[KEV]#to#say,#tell+to#tell+[MEERA]#to#say	[trans y#]	[-]	P:[I3P]_[CS:-]_[CT:y#]_[CF:h-pref+yA#+ya#+yi#]	X:[I]_[CS:trans+y#]_[CT:-]_[CF:-]	S:[I3P]_[CS:enc0+v-suff+w-suff]_[CT:trans]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+enc1]	pos:verb asp:i vox:a per:3 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
37	OK-ONE	1	VERB.I1S.AI	Earaf	اَعرَف	AaEraf	641			1a2a3	[Eraf]	Aa/IV1S+Eraf/IV+(null)/IVSUFF_SUBJ:1S	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans yi#]	[-]	P:[I1S]_[CS:h-pref]_[CT:h-pref]_[CF:yA#]	X:[I]_[CS:trans+yi#]_[CT:-]_[CF:-]	S:[I1S]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
38	OK-ONE	1	VERB.I1P.AI	Earaf	نِعرَف	niEraf	641			1a2a3	[Eraf]	n/IV1P+i/STEM+Eraf/IV+(null)/IVSUFF_SUBJ:1P	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans yi#]	[-]	P:[I1P]_[CS:-]_[CT:yi#]_[CF:enc0:1*+h-pref+y#+yA#+ya#]	X:[I]_[CS:trans+yi#]_[CT:-]_[CF:-]	S:[I1P]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
39	OK-ONE	1	VERB.I2MS.AI	Earaf	تِعرَف	tiEraf	641			1a2a3	[Eraf]	t/IV2MS+i/STEM+Eraf/IV+(null)/IVSUFF_SUBJ:2MS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans yi#]	[-]	P:[I2MS]_[CS:-]_[CT:yi#]_[CF:enc0:2*+h-pref+y#+yA#+ya#]	X:[I]_[CS:trans+yi#]_[CT:-]_[CF:-]	S:[I2MS]_[CS:n-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
40	OK-ONE	1	VERB.I2FS.AI	Earaf	تِعرَفِين	tiErafiyn	641			1a2a3	[Eraf]	t/IV2FS+i/STEM+Eraf/IV+iyn/IVSUFF_SUBJ:2FS	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans yi#]	[-]	P:[I2FS]_[CS:-]_[CT:yi#]_[CF:enc0:2*+h-pref+y#+yA#+ya#]	X:[I]_[CS:trans+yi#]_[CT:-]_[CF:-]	S:[I2FS]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
41	OK-ONE	1	VERB.I2P.AI	Earaf	تِعرَفُون	tiErafuwn	641			1a2a3	[Eraf]	t/IV2P+i/STEM+Eraf/IV+uwn/IVSUFF_SUBJ:2P	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans yi#]	[-]	P:[I2P]_[CS:-]_[CT:yi#]_[CF:enc0:2*+h-pref+y#+yA#+ya#]	X:[I]_[CS:trans+yi#]_[CT:-]_[CF:-]	S:[I2P]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	0
42	OK-ONE	1	VERB.I2FP.AI	Earaf	تِعرَفِن	tiErafin	641			1a2a3	[Eraf]	t/IV2FP+i/STEM+Eraf/IV+in/IVSUFF_SUBJ:2FP	[MEERA]#to#know+[KEV]#to#know+to#know#how#to+to#recognize+to#realize,#perceive,#see+to#figure#out,#find#out,#discover	[trans yi#]	[-]	P:[I2FP]_[CS:-]_[CT:yi#]_[CF:enc0:2*+h-pref+y#+yA#+ya#]	X:[I]_[CS:trans+yi#]_[CT:-]_[CF:-]	S:[I2FP]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw']	pos:verb asp:i vox:a per:2 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 M0 OK FSE0	1
